Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp,Volume_rigid,MeanIntensity_rigid,GMMIntensity_rigid,Bimodality_rigid
2,1,157930,134.515500538213,129.08858835564,0.611837913675943,157930,134.578876717533,129.030630587374,0.626122189083382
2,2,435323,172.589773570429,172.589773570429,0.314459157876962,435323,173.083386359094,173.083386359094,0.313057138523653
2,3,207616,137.926889064427,135.973244608172,0.412476685190713,207616,138.176147310419,136.072434445253,0.405602790570258
2,4,210880,133.254187215478,133.254187215478,0.375681408615236,210880,133.362490515933,133.362490515933,0.372166104222489
2,5,112449,131.066127755694,131.066127755694,0.395277091611159,112451,130.967603667375,130.967603667375,0.388897642244728
2,6,90785,166.080960511098,177.828270937857,0.457800055755728,90785,165.931849975216,177.693076636199,0.453979245104159
2,7,142380,147.799908695041,156.126644699875,0.467827434778147,142380,147.565556960247,156.132124305153,0.472008913537288
2,8,137203,138.081973426237,138.081973426237,0.372979949761234,137203,137.834653761215,137.834653761215,0.377203350456111
2,9,101623,127.536797772158,127.536797772158,0.292287256048919,101626,127.539930726389,127.539930726389,0.292624325681025
2,10,102599,131.991656838761,130.805431130903,0.403699512874626,102599,132.169494829384,130.868029609519,0.42252225636867
2,11,129920,154.480064655172,161.825453437113,0.468231201425433,129924,154.359717988978,162.153533203634,0.464582398118678
2,12,110451,135.434011462096,130.695271640407,0.439393631656086,110451,135.601551819359,131.087197187188,0.439920742106129
2,13,171964,160.839821125352,171.184396110672,0.495038640940659,171969,160.736970035297,170.868115361756,0.498862051631689
2,14,132749,129.942523107519,128.449756360661,0.40172351627909,132749,130.102019600901,128.443698572296,0.407202378959557
2,15,106350,150.81516690174,150.81516690174,0.519863259540324,106341,150.914050084163,150.914050084163,0.537731955990657
4,1,146639,123.615641132305,121.302812472025,0.619736875631496,146639,124.206500317105,121.595434174792,0.618758350440214
4,2,238220,139.027012845269,141.975795817322,0.400149370533312,238220,138.885605742591,141.757043570035,0.404588625458565
4,3,194864,168.197034855078,168.197034855078,0.61475267571854,194864,167.774842967403,167.774842967403,0.632338904862961
4,4,343472,146.249213909722,136.845220235458,0.630599810376375,343472,147.96244235338,136.609864217135,0.647456350616573
4,5,271554,145.071912032229,134.774254584982,0.619588609879524,271554,145.379132695523,134.991285105333,0.637281110416729
4,6,240591,163.566363662814,179.254226330666,0.515747485630733,240595,163.641135518194,179.388944354317,0.510535646341137
4,7,105161,197.847785776096,225.374171007585,0.561506523327808,105161,195.483782010441,224.223473770243,0.582503465183751
4,8,184127,144.97172603692,149.729968655915,0.427573474940792,184127,144.960434917204,149.396620665641,0.424199261334334
4,9,152541,158.815341449184,166.688235207835,0.463263166462781,152541,158.236349571591,166.456132092853,0.474296153702198
4,10,229168,150.892249354186,150.892249354186,0.565347561200083,229168,151.054130594149,151.054130594149,0.575882835552246
4,11,181652,159.505961949222,159.505961949222,0.568307112674689,181652,159.852597273908,159.852597273908,0.57206524628091
4,12,212239,167.776572637451,185.048730821282,0.586914891686942,212239,168.084659275628,185.206326027282,0.579213527176627
4,13,133979,148.09189499847,148.09189499847,0.523584169349762,133979,148.167869591503,148.167869591503,0.525309387527481
4,14,165389,169.248414344364,169.248414344364,0.605004154855002,165391,169.08281587269,169.08281587269,0.595836063770324
4,15,132007,156.574734673161,167.30880978747,0.515171472694847,132007,156.358594619982,166.570910493519,0.521304656081906
4,16,159604,158.145604120197,165.16648805143,0.457787581060342,159604,158.080330066916,164.696359247183,0.459997125186815
6,1,197376,160.435985124838,177.650791011376,0.600572151479615,197333,161.033836205804,161.033836205804,0.602349947505592
6,2,167100,206.007127468582,225.067229592105,0.550164001377252,167100,207.118665469779,228.116369070035,0.536844133608454
6,3,192993,187.768535646371,208.457962281289,0.58446805906585,192964,188.230156920462,209.990749329908,0.579977014809888
6,4,262594,165.534920828351,144.808920062343,0.666974601075843,262594,165.93204338256,145.138190407337,0.677019604247617
6,5,174552,149.076951280994,154.908887115007,0.45257169076217,174559,149.460245533029,155.734618643757,0.462284135699472
6,6,216161,159.182257669052,159.182257669052,0.595237795635862,216163,158.928831483649,158.928831483649,0.590638827416564
6,7,230355,130.736515378438,122.927236501166,0.699819771344413,230355,131.688189967659,123.364566077772,0.695903798020099
6,8,162862,162.959481033022,175.38126711978,0.529446236465002,162862,163.104892485663,175.431801539031,0.534107663117013
6,9,211353,151.944561941397,160.20945333589,0.483229279768993,211353,151.82833458716,160.265725117491,0.480873539440291
