Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp,Volume_rigid,MeanIntensity_rigid,GMMIntensity_rigid,Bimodality_rigid
40,1,177661,119.644029922155,119.644029922155,0.207065164899386,177661,120.402282999645,120.402282999645,0.143661953496417
40,2,155459,121.60477038962,123.404714946251,0.412292673175322,155459,123.485189020899,123.485189020899,0.328178792201469
40,3,162537,122.685400862573,124.859883077769,0.442253098310027,162537,124.995053433987,124.995053433987,0.34957237239333
40,4,122270,120.236942831439,120.236942831439,0.297008414115061,122270,121.614459802077,121.614459802077,0.262912806504657
40,5,140933,118.79722279381,118.79722279381,0.218032118619796,140933,119.341729758112,119.341729758112,0.179440240498325
40,6,167388,121.023508256267,121.023508256267,0.296688806547287,167388,122.656886993094,122.656886993094,0.28408875720776
40,7,152165,121.232366181448,121.232366181448,0.371834282392715,152165,122.851154996221,122.851154996221,0.294773732396505
40,8,150060,121.59550179928,121.59550179928,0.3126842680019,150060,122.610868985739,122.610868985739,0.273893880368826
40,9,143031,120.004775188595,120.004775188595,0.232177168033339,143031,120.594626339745,120.594626339745,0.154742164027495
40,10,160329,120.500433483649,120.500433483649,0.270160081316637,160329,121.562162802737,121.562162802737,0.253503360106786
40,11,159128,120.430691016037,120.430691016037,0.172430588103173,159128,120.472581820924,120.472581820924,0.224928057502129
40,12,128962,121.536545649106,121.536545649106,0.391689955093909,128962,123.39410058777,123.39410058777,0.331835989472405
40,13,122395,120.800678132277,120.800678132277,0.331878875684853,122395,122.430295355202,122.430295355202,0.24235718130949
40,14,136623,118.613688763971,118.613688763971,0.225843635670633,136623,119.421451732139,119.421451732139,0.171106811836648
40,15,153615,122.056127331315,122.056127331315,0.233085381541658,153615,122.987494710803,122.987494710803,0.200664871290411
40,16,126508,121.237289341386,121.237289341386,0.339063911884638,126508,122.70880892908,122.70880892908,0.261106443945723
44,1,165963,121.338985195495,121.338985195495,0.395980780630569,165963,123.091152847321,123.091152847321,0.326034752129876
44,2,190543,119.660827214854,119.660827214854,0.236331893882469,190543,120.727053735902,120.727053735902,0.172008288286589
44,3,146268,122.404668143408,124.20696418736,0.413740745390238,146268,124.755893291766,124.755893291766,0.351106244571333
44,4,179408,122.44069383751,122.44069383751,0.330383857247835,179408,123.837716266833,123.837716266833,0.252119068489663
44,5,154746,120.95764672431,120.95764672431,0.316224617340164,154746,122.390536750546,122.390536750546,0.267166050962546
44,6,159100,120.996203645506,120.996203645506,0.281603650863195,159100,121.802715273413,121.802715273413,0.207392116123644
44,7,184798,121.171143627096,121.171143627096,0.287912933360619,184798,122.699282459767,122.699282459767,0.276700528227825
44,8,143124,122.377295212543,122.377295212543,0.388164083981255,143124,124.412481484587,124.412481484587,0.297017076686653
44,9,171257,125.0467426149,127.63453521482,0.475174391160629,171257,127.786957613411,127.786957613411,0.344547782707001
44,10,126364,120.073668133329,120.073668133329,0.334664234502834,126364,121.648982305087,121.648982305087,0.22181949394628
44,11,153973,121.942308066999,121.942308066999,0.283118770196153,153973,123.11134419671,123.11134419671,0.292977799402392
44,12,110566,120.305473653745,120.305473653745,0.237634530383151,110566,121.382595011125,121.382595011125,0.168289371286252
44,13,142366,119.022210359215,119.022210359215,0.231382804394834,142366,119.721401177247,119.721401177247,0.190627869196658
44,14,123767,123.16207066504,123.16207066504,0.378573912018082,123767,125.248693108825,125.248693108825,0.28271128376812
44,15,143343,118.406214464606,118.406214464606,0.150296850365889,143343,119.130553985894,119.130553985894,0.22328353908486
44,16,196203,120.786287671442,120.786287671442,0.20169362032538,196203,121.151837637549,121.151837637549,0.211818626131358
48,1,205158,123.097437097262,123.097437097262,0.356295147399211,205158,124.610968131879,124.610968131879,0.32719689805093
48,2,178875,120.73464709993,120.73464709993,0.353954744060917,178875,122.588986722572,122.588986722572,0.314798137347541
48,3,214402,120.362310053078,120.362310053078,0.291343784780597,214402,121.482472178431,121.482472178431,0.269664321179596
48,4,163499,120.768726414229,120.768726414229,0.226179247138142,163499,122.098361457868,122.098361457868,0.272314744040171
48,5,194936,121.579333730045,121.579333730045,0.37229844841743,194936,122.982065908811,122.982065908811,0.314972377281401
48,6,185973,121.837024729396,123.799492799452,0.434194964760247,185973,123.984352567308,123.984352567308,0.364141221515935
48,7,205810,120.680389679802,120.680389679802,0.237103361149016,205810,121.385384578009,121.385384578009,0.244392843741971
48,8,139746,119.793933278949,119.793933278949,0.303970185815737,139746,121.544223090464,121.544223090464,0.271411807195963
48,9,144376,118.318266193827,118.318266193827,0.176461661917165,144376,118.974968138749,118.974968138749,0.211182429657713
48,10,160717,119.330021092977,119.330021092977,0.167820790604564,160717,119.771567413528,119.771567413528,0.233412240797187
48,11,162763,121.665120451208,123.610193180658,0.402456474703807,162763,124.017448683054,124.017448683054,0.331193671957858
48,12,115976,120.584474374008,120.584474374008,0.312173505288759,115976,121.531351314065,121.531351314065,0.271289173332796
48,13,142002,121.577914395572,123.302838426163,0.417135591011567,142002,124.400205630907,124.400205630907,0.350736914782761
48,14,170151,122.428507619703,122.428507619703,0.338441432908685,170151,123.646455207433,123.646455207433,0.347502176982124
48,15,132004,122.9726068907,122.9726068907,0.399221269999924,132004,125.662335989818,125.662335989818,0.312961659981992
