Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp
1,1,452994,231.245276979386,286.185538008598,0.610012251945342
1,2,374224,235.5120195391,235.5120195391,0.696129206439709
1,3,276279,214.228956960174,258.686159141022,0.606499549657108
1,4,127595,399.317857282809,399.317857282809,0.769308006469852
1,5,168978,229.033578335641,274.070055416804,0.579687904049192
1,6,207857,279.071808984061,279.071808984061,0.697068727660725
1,7,311178,228.801779046077,228.801779046077,0.612961924530419
1,8,275883,264.091038592447,351.29265321787,0.638368786038153
1,9,71474,401.6433388365,401.6433388365,0.678501232792814
1,10,69000,300.923724637681,300.923724637681,0.709818163390586
1,11,59088,468.505923368535,468.505923368535,0.652632662079558
1,12,66751,349.659900226214,349.659900226214,0.664751523952099
2,1,158301,395.081970423434,178.358204487529,0.810318710648924
2,2,434148,241.89490219925,292.79542361918,0.587533202924909
2,3,207616,289.419784602343,289.419784602343,0.617350324076454
2,4,211115,207.179328801838,230.394145399615,0.501029934468678
2,5,112449,243.11768001494,243.11768001494,0.667384262607998
2,6,91807,473.171217880989,625.706425303608,0.588943581727159
2,7,142716,279.723478797051,336.512726516929,0.55863348310167
2,8,137243,282.320285916222,314.034460188904,0.458493113567733
2,9,102995,268.502771979222,339.274480087449,0.611016910353871
2,10,101306,254.77045782086,323.768145104403,0.627132083940383
2,11,130166,259.351520366301,303.159549071161,0.538262906607767
2,12,110451,231.107450362604,231.107450362604,0.643635835176941
2,13,172287,214.913899481679,257.40901435063,0.591334881469482
2,14,132749,269.127338059044,269.127338059044,0.708639903717157
2,15,105556,228.603376406836,273.861203937228,0.600235272619882
3,1,208033,215.17804867497,239.872145597398,0.475784356967894
3,2,92339,441.146611940783,441.146611940783,0.760576756357762
3,3,278099,325.805885673807,387.283005048702,0.514137800935437
3,4,177905,288.048767600686,338.93908582356,0.529808004476029
3,5,175366,240.805737714266,299.812923133961,0.636317758069906
3,6,186329,244.331376221629,301.671675652761,0.607827196062764
3,7,203324,203.467996891661,245.019618207184,0.620993832313796
3,8,121394,369.606117271035,369.606117271035,0.67969626800297
3,9,152793,266.306709076987,311.908879665414,0.520647842292674
3,10,98311,385.298196539553,385.298196539553,0.680386282379117
3,11,234925,218.289705225072,218.289705225072,0.712415464819021
3,12,79464,356.388364542434,467.210497481834,0.63048152361313
3,13,136418,263.72546877978,321.577689376455,0.533125081644856
3,14,93437,295.666224300866,295.666224300866,0.668956319465981
3,15,60262,422.923650061399,422.923650061399,0.654677369565485
3,17,85323,346.424070883584,460.750925747398,0.657658599933523
4,1,145938,284.155867560197,162.835513632321,0.789970527901118
4,2,239350,236.348314184249,277.516512466495,0.503314883508064
4,3,194964,255.222907818879,312.965163450029,0.597382565529645
4,4,343094,250.229502701883,250.229502701883,0.73348354248994
4,5,271554,221.307312726014,221.307312726014,0.711781154098197
4,6,240480,261.478958749168,325.805394628737,0.612645134025076
4,7,105161,347.744401441599,415.749971788351,0.540797952533923
4,8,184127,288.025346635746,337.808030244943,0.498121593066817
4,9,152866,258.660055211754,290.95176037055,0.476083408335042
4,10,229168,212.187705089716,258.597615355614,0.613349352766124
4,11,183042,213.720107953366,254.652092796169,0.593378490818401
4,12,212239,199.98869199346,235.800020692436,0.585793443102374
4,13,133510,223.092712156393,267.981457882305,0.599422873974331
4,14,165389,224.003234797961,274.19242873432,0.618115236579935
4,15,132007,242.834478474626,290.206405955956,0.575287626401075
4,16,160779,218.194459475429,248.098947493302,0.523500553580996
5,1,158832,224.337740505692,262.260174190444,0.549886626684186
5,2,213628,269.417192502855,340.811841157343,0.615469574391494
5,3,74633,437.473356290113,544.8729366519,0.541569601635162
5,4,155466,231.677710882122,255.905487810393,0.486442036267317
5,5,199736,219.830391116273,252.642043301872,0.528569483289447
5,6,155430,265.631885736344,298.640181054349,0.479529180762449
5,7,241205,205.334988909848,248.721497723241,0.624150818954513
5,8,178318,233.233823842798,269.881027733041,0.527444728037735
5,9,249972,199.722604931752,228.48559584239,0.537463465026292
5,10,204515,248.697758110652,321.01240075302,0.654785407537961
5,11,167564,228.257095796233,228.257095796233,0.628732114726107
5,12,177486,241.653054325412,298.05513201998,0.613474769554421
5,13,137731,280.559249551662,317.029828010477,0.486166942005469
5,14,170581,225.008623469202,260.131719734606,0.518021975257647
5,15,157843,239.255633762663,262.385433399788,0.425335301869159
5,17,57339,495.724533040339,567.449960907214,0.485305664825571
5,66,85390,505.082796580396,505.082796580396,0.683712406123426
6,1,197376,233.55504721952,278.13514435106,0.553274871810352
6,2,166914,272.994512143978,300.818015711581,0.439128843863597
6,3,193178,248.931669237698,287.396084618185,0.506495049749604
6,4,262594,223.754308933182,223.754308933182,0.655824119874874
6,5,174166,207.552932260028,234.319392533885,0.514788554148541
6,6,216161,239.268586840364,287.528823508812,0.590967264812535
6,7,230006,321.18108658035,126.637568245696,0.854910158176877
6,8,162862,258.19383895568,293.644978648345,0.491780887624992
6,9,210368,222.633299741406,267.769670502482,0.581573768808
6,10,215156,215.288042164755,251.406832272025,0.559258474580828
6,11,172359,285.54300616736,384.894389114233,0.697978600732086
6,12,170334,262.305200371036,298.860262233277,0.460619395305841
6,13,163371,247.150136805186,290.153321775593,0.531752793848651
6,14,176101,178.170123962953,193.582698251466,0.462401780834457
6,15,146692,288.020648706133,339.113067867521,0.55068104116627
6,16,164476,199.242144750602,230.945314673323,0.561714055882734
