Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp,Volume_rigid,MeanIntensity_rigid,GMMIntensity_rigid,Bimodality_rigid
4,1,117227,120.54048128844,0,0,117227,120.490194238529,0,0
4,2,130189,128.665962562121,0,0,130189,129.239567090922,0,0
4,3,140157,123.954750743809,0,0,140157,124.003025178907,0,0
4,4,136014,122.455078153719,0,0,136014,122.463003808431,0,0
4,5,117435,121.549359219994,0,0,117435,121.718363349938,0,0
4,6,114312,120.913884806495,0,0,114312,120.955577717125,0,0
4,7,138075,122.689994568169,0,0,138075,122.787868911823,0,0
4,8,124440,121.641007714561,0,0,124440,121.420821279331,0,0
4,9,131891,124.450948131412,0,0,131891,124.524728753289,0,0
4,10,118269,127.771580042107,0,0,118269,127.619190151265,0,0
4,11,110149,124.494784337579,0,0,110149,124.790138811973,0,0
4,12,112869,131.308251158423,0,0,112869,131.700714988172,0,0
4,13,111695,121.168870585075,0,0,111695,121.244558843279,0,0
4,14,125632,130.20287824758,0,0,125632,131.498901553744,0,0
4,15,91994,122.733254342675,0,0,91994,122.798508598387,0,0
4,16,116933,121.276611392849,0,0,116933,121.306303609759,0,0
8,1,136569,126.944182061815,0,0,136569,127.037424305662,0,0
8,2,131866,121.236937497156,0,0,131866,121.182010525837,0,0
8,3,131103,121.102751271901,0,0,131103,121.221505228713,0,0
8,4,126920,124.446848408446,0,0,126920,124.383493539237,0,0
8,5,104553,123.05965395541,0,0,104553,123.352251967901,0,0
8,6,124627,124.036685469441,0,0,124627,124.155014563457,0,0
8,7,147662,127.726801749942,0,0,147662,128.16033915293,0,0
8,8,134441,121.1364018417,0,0,134441,120.988240194583,0,0
8,9,125373,120.536638670208,0,0,125373,120.475844081262,0,0
8,10,119060,121.578607424828,0,0,119060,121.652427347556,0,0
8,11,125427,123.200714359747,0,0,125427,123.074298197358,0,0
8,12,119773,120.922311372346,0,0,119773,120.834119542802,0,0
8,13,116432,128.244563350282,0,0,116432,129.07394015391,0,0
8,14,91906,120.86490544687,0,0,91906,120.763323395643,0,0
8,15,117297,120.444316563936,0,0,117297,120.567525171147,0,0
8,16,117184,129.963237302021,0,0,117184,130.105825027307,0,0
12,1,128919,121.144881669886,0,0,128919,120.955483675796,0,0
12,2,158141,124.12445855281,0,0,158141,124.205746770287,0,0
12,3,131739,121.659994382833,0,0,131739,121.546611102255,0,0
