Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp,Volume_rigid,MeanIntensity_rigid,GMMIntensity_rigid,Bimodality_rigid
4,1,306079,122.394626877375,0,0,306079,122.923183230473,0,0
4,2,383192,125.084516378212,0,0,383192,128.431097204535,0,0
4,3,378977,123.141319921789,0,0,378977,123.599038991812,0,0
4,4,460386,123.582157146395,0,0,460386,128.457120763881,0,0
4,5,397681,130.290534373028,0,0,397681,136.497189958786,0,0
4,6,379476,121.874353055266,0,0,379476,125.274499573096,0,0
4,7,369119,124.228991192542,0,0,369119,125.191640094387,0,0
4,8,353316,123.115686807277,0,0,353316,123.495395057116,0,0
4,9,316965,128.93614121433,0,0,316965,132.907450349408,0,0
8,1,280369,123.209238539211,0,0,280369,124.292821246286,0,0
8,2,379330,122.669551577782,0,0,379330,124.012764611288,0,0
8,3,430866,122.10809857357,0,0,430866,126.624435439325,0,0
8,4,388051,124.834923760021,0,0,388051,127.779930988453,0,0
8,5,371863,124.83101303437,0,0,371863,127.646843057793,0,0
8,6,422088,124.383822804723,0,0,422088,128.54273990258,0,0
8,7,365136,126.303163752684,0,0,365136,131.19844386749,0,0
8,8,382689,123.66567369326,0,0,382689,124.707791444228,0,0
8,9,403330,121.044375573352,0,0,403330,126.815949718593,0,0
12,1,721448,122.061603885519,0,0,721448,124.369214413236,0,0
12,2,482526,123.30426754206,0,0,482526,129.617560504512,0,0
12,3,377099,123.599972421035,0,0,377099,125.392427452738,0,0
12,4,380183,122.925598987856,0,0,380183,123.243945678792,0,0
12,5,406708,120.941304326446,0,0,406708,128.639739075701,0,0
12,6,475482,120.233584026314,0,0,475482,125.101810373474,0,0
12,7,268630,122.487722890221,0,0,268630,122.452842199308,0,0
12,8,330179,121.544301727245,0,0,330179,125.603933018151,0,0
12,9,410259,124.351867966333,0,0,410259,127.962923421546,0,0
16,1,242526,122.536041496582,0,0,242526,122.226437577827,0,0
16,2,452419,123.930453849197,0,0,452419,127.418996549659,0,0
16,3,139705,123.933939372249,0,0,139705,134.394166278945,0,0
16,4,97152,124.610795454545,0,0,97152,121.541872529644,0,0
16,5,109894,120.192057801154,0,0,109894,121.80472091288,0,0
16,6,92821,123.496116180606,0,0,92821,122.6908781418,0,0
16,7,285367,121.806032232178,0,0,285367,121.801420626772,0,0
16,8,141498,124.173274533916,0,0,141498,137.802343496021,0,0
16,9,100527,123.059705352791,0,0,100527,121.696827717927,0,0
16,10,389466,122.780995003415,0,0,389466,128.346261291101,0,0
16,11,197637,123.154854607184,0,0,197637,121.545257213983,0,0
16,12,71999,122.623536438006,0,0,71999,122.02804205614,0,0
16,13,92464,121.578430524312,0,0,92464,122.246387783354,0,0
20,1,264019,121.496687738382,0,0,264019,121.151318655097,0,0
20,2,191102,120.554756098837,0,0,191102,119.833157162144,0,0
20,3,329540,122.908411725435,0,0,329540,124.056961218668,0,0
20,4,412762,127.278540660235,0,0,412762,132.057725759639,0,0
20,5,128641,123.769381456923,0,0,128641,134.041627474911,0,0
20,6,202463,122.626716980387,0,0,202463,130.800358584038,0,0
20,7,166466,123.83004337222,0,0,166466,143.078334314515,0,0
20,8,178262,121.483844004892,0,0,178262,132.30141028374,0,0
20,9,165647,121.775595090765,0,0,165647,129.788761643736,0,0
20,10,172939,120.672335332111,0,0,172939,130.249561984283,0,0
20,11,163187,119.56209134306,0,0,163187,134.586983031737,0,0
20,12,152979,125.076873296335,0,0,152979,132.85296674707,0,0
20,13,141855,128.016164393218,0,0,141855,133.242324909238,0,0
20,14,188014,123.868217260417,0,0,188014,134.006510153499,0,0
24,1,165563,119.360690492441,0,0,165563,124.516908971207,0,0
24,2,474975,126.983590715301,0,0,474975,126.420441075846,0,0
24,3,201104,124.829013843583,0,0,201104,135.181264420399,0,0
24,4,159982,126.143666162443,0,0,159982,142.697022164994,0,0
24,5,199240,126.83828046577,0,0,199240,133.50150070267,0,0
24,6,128722,126.50185671447,0,0,128722,126.93730675409,0,0
24,7,191180,121.81519510409,0,0,191180,133.769615022492,0,0
24,8,172693,119.787385707585,0,0,172693,127.604251475161,0,0
24,9,190879,125.412339754504,0,0,190879,136.722242886855,0,0
24,10,149062,122.283828205713,0,0,149062,125.417893225638,0,0
24,12,199816,120.688533450775,0,0,199816,132.06339832646,0,0
24,13,150569,135.162417230638,0,0,150569,146.494464331967,0,0
24,14,157671,123.390839152412,0,0,157671,128.194861452011,0,0
24,15,167645,120.845483014704,0,0,167645,135.662340063825,0,0
24,16,141391,122.801925157895,0,0,141391,136.666838766258,0,0
24,17,166880,121.774280920422,0,0,166880,128.352277085331,0,0
28,1,173340,124.468051228799,0,0,173340,126.70155186339,0,0
28,2,205305,126.627646672025,0,0,205305,139.028679282044,0,0
28,3,168304,126.239406074722,0,0,168304,143.234474522293,0,0
