Frame,ID,Volume_nowarp,MeanIntensity_nowarp,Volume_warp,MeanIntensity_warp
1,1,122027,143.203282880018,122027,158.313381464758
1,2,121085,121.103629681629,121085,127.836445472189
1,3,139711,126.695392631933,139711,123.467579503403
1,4,124578,144.851627093066,124578,122.93651367015
1,5,155240,135.177241690286,155240,131.914248904921
1,6,115225,124.057635061836,115225,122.007099153829
1,7,126805,122.980000788612,126805,120.915586924806
1,8,123419,121.999416621428,123419,125.563608520568
1,9,134722,126.527990974006,134722,122.431822567955
1,10,154542,124.34327237903,154542,136.891589341409
1,11,121827,119.57934612196,121827,132.127081845568
1,12,161354,120.945907755618,161354,121.635906144254
1,13,133400,123.555667166417,133400,122.609475262369
1,14,124220,129.630172274996,124220,123.235598132346
1,15,132195,185.657006694656,132195,427.32216800938
1,16,160865,176.961228359183,160865,330.813458490038
1,17,119755,123.345739217569,119755,142.097883178155
1,18,131274,128.367064308241,131274,133.436773466185
1,19,127200,118.110070754717,127200,131.875220125786
1,20,177568,195.047683141107,177568,336.515689763921
1,21,117385,126.283562635771,117385,124.139387485624
1,22,121995,127.854633386614,121995,125.500782818968
1,23,105809,128.117702652893,105809,121.116105435265
1,24,141536,125.938326644811,141536,146.033913633281
1,25,119607,123.544642036001,119607,136.039328801826
1,26,144388,137.554076516054,144388,187.763138210932
1,27,101521,142.674569793442,101521,147.141369765861
1,28,101478,131.5116379905,101478,122.316975107905
1,29,152542,124.993975429718,152542,164.776101008247
1,30,150472,131.340428784093,150472,149.246936307087
1,31,152029,126.925040617251,152029,137.690295930382
1,33,92820,151.424822236587,92820,190.040443869856
2,1,138820,133.093927387984,138820,124.240188733612
2,2,129688,141.195392017766,129688,163.607804885572
2,3,133954,123.9177628141,133954,123.964002568046
2,4,132736,132.399944250241,132736,214.235241381389
2,5,107079,135.028987943481,107079,166.939922860692
2,6,154781,125.04731200858,154781,123.076934507465
2,7,149199,132.99183640641,149199,170.850575406001
2,8,116788,142.954695687913,116788,124.478970442169
2,9,116083,127.731321554405,116083,121.770870842414
2,10,115351,122.457308562561,115351,123.987984499484
2,11,129016,126.686007937,129016,125.575649531841
2,12,123363,120.081377722656,123363,121.694316772452
2,13,150564,255.162502324593,150564,597.054986583778
2,14,134052,124.669031420643,134052,150.22418912064
2,15,122174,126.83883641364,122174,122.798320428242
2,16,123307,120.047896713082,123307,130.989149034524
2,17,112422,122.114203625625,112422,128.684661365213
2,18,143484,142.41310529397,143484,153.445373700204
2,19,160731,122.665627663612,160731,123.173774816308
2,20,122245,158.590535400221,122245,240.577356947114
2,21,126098,121.989206807404,126098,148.460522768006
2,22,118384,123.52726719827,118384,147.70610893364
2,23,112174,129.780082728618,112174,126.004038368963
2,24,145402,131.205368564394,145402,131.985068981169
2,25,133160,134.344277560829,133160,170.193008410934
2,26,101199,125.857903734227,101199,121.780185574956
2,27,135568,118.014944529683,135568,140.910620500413
2,28,81102,168.051392074178,81102,186.71413775246
2,29,177044,129.718821309957,177044,145.503134813945
2,31,156515,159.557780404434,156515,205.655355716704
2,32,72267,159.904645273776,72267,200.288181327577
2,33,25711,146.639415036366,25711,150.103185407024
2,34,21000,139.638095238095,21000,158.612142857143
2,36,4,121,4,127
3,1,136705,123.126308474452,136705,124.105636223986
3,2,124776,126.449060716805,124776,126.313393601334
3,3,124979,140.480704758399,124979,170.840565214956
3,4,132368,122.875045328176,132368,123.734339115194
3,5,116953,142.616828982583,116953,126.383333475841
3,6,137245,144.304841706437,137245,175.780997486247
3,7,122835,119.374697765295,122835,162.856913746082
3,8,138277,143.106539771618,138277,189.404745546982
3,9,147824,135.174613053361,147824,193.488012771945
3,10,107903,126.853090275525,107903,136.456345050647
3,11,154001,123.668307348654,154001,123.181531288758
3,12,110139,121.194054785317,110139,139.586395373119
3,13,134034,120.627303520002,134034,122.841741647642
3,14,106000,118.128679245283,106000,125.178679245283
3,15,57520,135.492437413074,57520,191.947392211405
3,16,129388,132.188425510867,129388,131.575903484094
3,17,207603,143.141057691845,207603,174.445508976267
3,18,106949,127.070220385417,106949,121.853556367988
