Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp,Centroid_1,Centroid_2,Centroid_3
1,1,16913,147.819192337255,154.406907245904,0.422121223438602,877.130609590256,969.343345355644,27.3603736770532
1,2,19926,146.777526849343,152.598654555745,0.416721155012167,962.472799357623,1059.37318076884,29.3701194419352
1,3,20402,142.23095774924,142.23095774924,0.396496648764563,870.082442897755,899.695716106264,37.4969610822468
1,4,24855,133.4297324482,133.4297324482,0.362347374001182,893.082357674512,1181.83822168578,38.8862200764434
1,5,25138,137.409658684064,137.409658684064,0.382239453642965,812.09471716127,941.348317288567,49.8316095154746
1,6,17791,147.823731099994,153.527352637054,0.412943365222366,784.613624866506,963.25788319937,32.0207970322073
1,7,24240,134.725660066007,134.725660066007,0.351745121898463,953.918193069307,987.213985148515,44.0480198019802
1,8,18647,149.518421193758,149.518421193758,0.381929075498304,725.75727999142,913.112296884217,32.9415991848555
1,9,20237,135.185551218066,135.185551218066,0.3407163074467,885.920936897762,1097.35692049217,39.1180016800909
1,10,19039,132.601397132202,132.601397132202,0.314203816010489,745.377540837229,1144.04532801093,35.1852513262251
1,11,18284,136.26875957121,136.26875957121,0.291361471951618,754.446784073507,1014.50787573835,40.7405381754539
1,12,24997,138.155218626235,138.155218626235,0.382324386073155,831.74168900268,1136.47073648838,22.6369164299716
1,13,18803,135.031112056587,135.031112056587,0.332601399765271,865.055948518853,1034.36877094081,43.7784396107004
1,14,18446,138.605497126748,144.508039333858,0.411779831710679,709.563536810149,1066.30158299902,46.0838664209043
1,15,15369,135.238076647798,135.238076647798,0.354791423672284,717.806233326827,1042.02745786974,25.6499446938643
1,16,19832,142.572912464704,142.572912464704,0.395487510252298,820.127067365873,1106.25842073417,29.336879790238
2,1,22475,150.711546162403,157.248000279813,0.434500831444755,720.887296996663,920.671412680756,40.4670967741935
2,2,15934,152.321576503075,161.736838924698,0.444802354419058,946.824463411573,1098.1813731643,31.8034391866449
2,3,22280,143.853500897666,150.530783390334,0.440618791263827,863.265978456014,926.241427289048,47.7927289048474
2,4,20253,138.059003604404,138.059003604404,0.325905639208795,956.360687305584,1060.93551572607,46.8917197452229
2,5,22043,154.054302953319,161.926381050109,0.451373713331802,803.823753572563,919.898516535862,29.1549244658168
2,6,19708,150.481581083824,157.863018699511,0.436653344498328,897.405266896692,931.629439821392,35.9572254921859
2,7,25292,144.48193104539,151.037642420749,0.431360830148014,698.21457377827,1008.53285623913,27.5977779535031
2,8,20351,130.509409857009,130.509409857009,0.281934062286849,754.922411675102,1149.44430249128,31.4509360719375
2,9,17666,153.42578965244,153.42578965244,0.393200884747889,747.901845352655,1014.60064530737,38.4353560511717
2,10,15307,144.228457568433,144.228457568433,0.423878755590697,788.558829293787,1026.25576533612,45.6917096753119
2,11,25744,152.430275015538,158.836167885549,0.438153235768634,875.713913921691,1029.07590118086,21.409610006215
2,12,19971,140.936157428271,140.936157428271,0.362711086422969,887.990536277602,1064.78849331531,43.0348505332732
2,13,18522,137.506586761689,137.506586761689,0.33461269975166,800.945092322643,1081.05998272325,30.3431594860166
2,14,16083,134.089349002052,134.089349002052,0.335257222447458,854.755269539265,1155.38046384381,40.984144749114
2,15,16237,165.209275112398,175.070263164574,0.402155939999488,873.836238221346,1009.59253556692,29.3193323889881
2,16,23348,137.224858660271,137.224858660271,0.432195386752596,789.025483981497,1077.23937810519,52.7879047455885
3,1,30135,139.577600796416,145.663096895477,0.426184902367606,852.760477849676,998.840451302472,46.4781483325037
3,2,23317,156.973581507055,162.123938403616,0.403252840032655,944.740618432903,1040.09911223571,26.0761676030364
3,3,22285,152.641642360332,161.7393260872,0.453020465948241,812.893470944582,976.830468925286,23.8151222795602
3,4,21539,142.378847671665,148.088154625952,0.407755842779854,697.518222758717,987.220808765495,29.8640141139329
3,5,23150,154.740215982721,163.557725754583,0.46213285630603,763.381727861771,898.283542116631,41.5514470842333
3,6,18793,157.215133294312,165.32444376701,0.442487843699793,854.452136433778,914.31330814665,33.7568775607939
3,7,27645,135.592186652198,135.592186652198,0.396330808252241,772.401627780792,1107.14125519986,23.1379996382709
3,8,21130,133.259441552295,133.259441552295,0.313382204247238,835.523331755797,1171.47255087553,36.618835778514
3,9,16549,164.30666505529,164.30666505529,0.388979162884874,896.269019276089,1004.41368058493,31.4011118496586
3,10,17736,135.802153811457,135.802153811457,0.334247390601917,964.391632837167,1024.9949819576,40.515448804691
3,11,19553,147.645067253107,153.706620970241,0.400584124173649,748.662302459981,1019.48345522426,41.909425663581
3,12,19827,133.77419680234,133.77419680234,0.331634643501036,861.597468099057,1098.67135724013,47.2295859181924
3,13,22085,142.059497396423,142.059497396423,0.389566852344257,883.371383291827,950.935069051392,50.9637310391669
3,14,17236,144.532374100719,150.297471093687,0.416568535423134,748.580064980274,1053.11853098167,34.0678231608262
3,15,19416,137.871600741656,137.871600741656,0.325803972048655,857.267923362176,1102.07086938607,32.9575607746189
3,16,23780,144.283431455004,151.624296469022,0.415645400602392,730.328889823381,1039.24777123633,50.2833473507149
4,1,22881,143.822079454569,143.822079454569,0.381030410825997,776.366199029763,888.188059962414,31.9128097548184
4,2,19427,145.274051577701,151.679513304262,0.412915945106333,813.656920780357,953.948576723117,31.745920625933
4,3,22382,137.492181217049,137.492181217049,0.373578207550498,900.003753015816,922.096193369672,38.3350906978822
4,4,19349,154.115974985787,154.115974985787,0.475284818936953,934.042224404362,1103.79823246679,32.0538529122952
4,5,19241,135.446442492594,135.446442492594,0.374003451305698,747.599553037784,980.407203367808,39.6699755729952
4,6,20036,129.236624076662,129.236624076662,0.242900963077048,813.076262727091,1184.17039329207,40.6659512876822
4,7,24185,138.572669009717,138.572669009717,0.376509704632618,811.6928261319,923.605416580525,48.7426917510854
4,8,22296,141.210620739146,141.210620739146,0.395680439762376,690.056916038751,1020.74726408324,44.0942321492644
4,9,15574,149.729806087068,157.660386006078,0.418671092142128,902.00937459869,994.713432644151,29.1515346089637
4,10,25998,139.532848680668,145.13818736709,0.408206639909135,803.379529194553,1137.40156935149,22.8023694130318
4,11,24730,136.968054993934,136.968054993934,0.368909515534883,794.724383340073,1100.80355843106,29.7807521229276
4,12,18241,128.120552601283,128.120552601283,0.238323608659554,708.198234745902,1098.50759278548,33.7415711857902
4,13,14510,139.082081323225,139.082081323225,0.384861892043572,738.740592694693,1007.41791867677,24.8069607167471
4,14,19723,129.133245449475,129.133245449475,0.173217521217411,936.568980378239,1018.72255742027,46.6088323277392
4,15,18256,134.78976774759,134.78976774759,0.346834083576905,841.062335670464,1035.761557844,44.7326358457493
4,16,15704,131.78075649516,131.78075649516,0.322487592076478,846.295147733062,1107.37716505349,40.9212939378502
5,1,21586,166.162744371352,181.94493972364,0.496595429080639,931.025433151116,1108.5456777541,31.7844436208654
5,2,23777,154.201076670732,159.86602146165,0.412287434857068,775.878874542625,891.303318332843,31.8136434369349
5,3,26231,144.337958903587,150.32649109288,0.421979900044633,816.426937592924,922.019213907209,48.6222789828828
5,4,19834,156.411515579308,164.235416934777,0.427385845552494,811.25325199153,954.71856408188,31.8466774226076
5,5,23120,146.966349480969,152.565733849611,0.415754279721624,900.920631487889,923.84865916955,37.5945501730104
5,6,25876,143.498299582625,143.498299582625,0.394977864173416,790.971749884062,1103.36025660844,30.0335832431597
5,7,23197,133.260982023538,133.260982023538,0.325195766788954,812.237056515929,1182.50165969737,41.2025261887313
5,8,28302,143.110592890962,150.92791272922,0.433915397164469,796.750335665324,1138.58575365699,22.9691541233835
5,9,16929,161.867741744935,170.17645111694,0.43334189941504,899.946482367535,998.751491523421,28.8548053635773
5,10,21379,141.843444501614,147.683493415193,0.412124547455467,747.907338977501,980.301510828383,39.982365873053
5,11,18953,131.293198965863,131.293198965863,0.322238654540095,706.092439191685,1095.94475808579,34.6593151479977
5,12,23674,132.107966545577,132.107966545577,0.225700691591904,940.916110500972,1016.34142941624,45.8792346033623
5,13,21020,147.632254995243,147.632254995243,0.392695694479402,695.417364414843,1021.96370123692,44.8535204567079
5,14,19882,140.712201991751,146.489881842262,0.407817675766505,844.385172517855,1032.83180766522,44.7304094155518
5,15,15195,138.918328397499,138.918328397499,0.375963582274271,737.443501151695,1010.11358999671,25.367752550181
5,16,16228,138.485642100074,138.485642100074,0.34614400294124,848.899124969189,1108.95951441952,41.2006408676362
6,1,18785,155.827628426936,155.827628426936,0.385080260571791,727.974021825925,1019.8986957679,34.805163694437
6,2,25085,133.670520231214,133.670520231214,0.310834032665117,732.753757225434,1145.57715766394,29.8939206697229
6,3,25139,139.914157285493,146.03077942562,0.40726285167535,888.51565296949,923.740323799674,46.272047416365
6,4,19079,138.942554641229,138.942554641229,0.398340433783143,714.206457361497,1066.10954452539,43.1119555532261
6,5,21590,143.380963408986,148.863446645634,0.411294950178635,942.631449745252,976.466419638722,34.1355257063455
6,6,21188,144.375353973948,150.165861404156,0.426018636064647,854.418350009439,953.090570134038,40.4386445157636
6,7,23065,147.851810101886,155.155625413549,0.437925259422766,792.692737914589,1017.66126165185,22.6508562757425
6,8,22489,138.917737560585,138.917737560585,0.428433279672482,961.230112499444,1079.68126639691,42.182444750767
6,9,22105,142.788102239312,147.692214246813,0.418092543314662,933.341732639674,1080.53951594662,26.4780818819272
6,10,20544,149.587178738318,157.518684262743,0.4528007876503,845.339417834891,942.057535046729,30.3189252336449
6,11,18665,147.625823734262,155.713205970412,0.431633155223778,747.061880525047,941.574283418162,44.0536833645861
6,12,21145,131.023598959565,131.023598959565,0.298318024558418,845.403405060298,1043.39843934736,45.6449751714353
6,13,18321,140.943125375252,140.943125375252,0.392571541327312,874.738442224769,1096.48125102342,34.3854047268162
6,14,21631,153.325320142388,160.482523220778,0.422862209970194,675.775276223938,981.925754703897,31.1492765013176
6,15,16269,135.843014321716,135.843014321716,0.344438182126345,800.430266150347,1104.22152560084,30.3308132030242
6,16,23258,129.635824232522,129.635824232522,0.262562562991398,817.216269670651,1118.78330036977,48.9769541663084
7,1,30126,140.621556130917,146.273675160931,0.425055726355042,824.220075682135,928.12295027551,47.5915488282547
7,2,22888,150.692196784341,156.836905636157,0.432004695285492,862.045001747641,908.0948968892,35.5565361761622
7,3,21579,144.391352704018,144.391352704018,0.368340694191015,723.746605496084,915.565966912276,33.9286343204041
7,4,22733,135.093212510447,135.093212510447,0.349085616248657,869.950600448687,1178.21013504597,39.0902652531562
7,5,20103,134.786300552156,134.786300552156,0.314553039233329,746.296473163209,1009.01487340198,41.7558075909068
7,6,27460,134.560415149308,134.560415149308,0.354838982986554,805.427967953387,1140.80273124545,22.8073925710124
7,7,18157,131.687228066311,131.687228066311,0.326885685156181,733.919204714435,1129.901084981,36.4564630720934
7,8,23505,140.716443309934,140.716443309934,0.37403455355997,953.811912359072,975.664964901085,40.8238247181451
7,9,19977,158.064123742304,168.086176980617,0.455353102538625,926.128047254343,1075.65830705311,27.7510136657156
7,10,17696,147.064986437613,151.275886465672,0.403890024529038,776.130085895118,965.138618896926,32.3414330922242
7,11,17467,150.651457033263,157.298879311279,0.414769055785094,859.472834487891,980.465048376939,26.9334173011965
7,12,17937,140.244243741986,140.244243741986,0.377772823037719,882.28388247756,1098.81702625857,39.0670123209009
7,13,15941,132.753842293457,132.753842293457,0.376085030832459,706.105514083182,1046.76507120005,27.7545950693181
7,14,24491,137.637703646237,137.637703646237,0.376223343812543,798.297333714426,1112.72230615328,29.3235065942591
7,15,20078,140.408257794601,145.167371632283,0.407372800800639,868.27333399741,1023.2739316665,42.7895208686124
7,16,19697,134.489516169975,134.489516169975,0.377952066395618,728.561963750825,1063.04381377875,47.7607757526527
8,1,28322,142.89520514088,148.755990070825,0.428264890869054,831.607195819504,921.509815690982,47.1255561047949
8,2,22290,157.39223867205,163.46393483681,0.418739659755531,730.914176760879,909.675639300135,33.7559443696725
8,3,21687,141.645409692442,141.645409692442,0.373360057159908,749.344768755476,999.154562641214,41.6397380919445
8,4,29898,140.94026356278,145.82666298426,0.41294621389444,796.401933239682,1146.62860391999,23.621947956385
8,5,21830,150.410215300046,156.034566790712,0.415551975797414,871.218644067797,908.563353183692,34.5634906092533
8,6,18528,160.04134283247,167.380173744504,0.423678126815013,781.948348445596,961.093372193437,32.1092940414508
8,7,17881,157.518762932722,165.524441998414,0.419136413759345,861.657737263017,985.297410659359,27.0266204350987
8,8,23173,132.706943425538,132.706943425538,0.31181953569234,864.775169378156,1174.34535882277,39.5379968066284
8,9,21058,155.838208756767,166.565086815687,0.467990405460752,920.139566910438,1081.03950992497,27.8103333649919
8,10,26163,145.266827198716,152.031186718264,0.424422900848716,791.620074150518,1114.90907006077,30.1564040821007
8,11,19463,139.744797821507,139.744797821507,0.386082387792226,731.001335868057,1121.51667266095,37.5091198684684
8,12,24705,136.267111920664,136.267111920664,0.363397395261665,956.578303987047,976.255009107468,40.1601700060716
8,13,17498,136.992684878272,136.992684878272,0.338879787901705,880.474797119671,1095.31580752086,39.5732083666705
8,14,17715,138.837538808919,138.837538808919,0.398832312099562,712.916059836297,1038.73338978267,28.0942703923229
8,15,20541,138.735407234312,138.735407234312,0.384927138583876,873.431673238888,1017.12905895526,42.6660824692079
8,16,22047,143.576314237765,151.072365044566,0.442276237779498,732.64244568422,1050.03211321268,48.2621671882796
9,1,21248,150.19484186747,155.746094325604,0.401456068132723,728.058452560241,914.540897966867,33.4681381777108
9,2,25162,138.128129719418,138.128129719418,0.38180897947699,821.217828471505,922.904300135124,46.9330736825372
9,3,28185,138.029625687422,138.029625687422,0.392177498100223,804.07635266986,1144.64065992549,23.4505942877417
9,4,21046,144.590991162216,144.590991162216,0.376975966281741,869.922788178276,907.175282714055,34.7131996578922
9,5,18238,149.689055817524,154.996153312165,0.400020270487729,780.742351134993,961.501480425485,31.9219760938699
9,6,26174,139.652173913043,139.652173913043,0.384458393989925,954.955719416215,971.956942003515,40.2497516619546
9,7,17751,149.400371810039,156.193867321787,0.421297437437418,862.274745084784,980.688130246183,27.3145174919723
9,8,20770,150.280500722195,158.074355462986,0.436811688663543,923.034761675494,1075.11078478575,28.105729417429
9,9,21115,131.107695950746,131.107695950746,0.284422486783027,874.302012787118,1172.29841345015,39.7584181861236
9,10,24556,138.528261931911,138.528261931911,0.399682217708614,797.414399739371,1117.21595536732,30.1648884183092
9,11,18841,134.322275887692,134.322275887692,0.347865059965272,884.780584894645,1092.66583514675,39.9070643808715
9,12,20192,136.202604992076,136.202604992076,0.308511912691142,746.732171156894,1007.98846077655,41.233557844691
9,13,16827,134.986688060855,134.986688060855,0.346508899123259,717.131158257562,1042.61704403637,27.70000594283
9,14,17835,134.300252312868,134.300252312868,0.337088989748572,735.673955705074,1129.10058873003,37.1961312026913
9,15,17913,137.389214536928,137.389214536928,0.363585964577583,871.954167364484,1015.53558867861,42.737788198515
9,16,20628,136.228669769246,136.228669769246,0.410190867111786,734.536455303471,1056.49607329843,48.0731045181307
10,1,30110,153.613251411491,160.79517769592,0.436886909547653,882.88701428097,1034.87542344736,23.1412819661242
10,2,23345,133.84313557507,133.84313557507,0.329651330773443,780.649046905119,1160.32499464553,34.552281002356
10,3,24641,153.869364068017,161.892568450285,0.449818812583265,796.885394261597,933.822206890954,28.1879793839536
10,4,22561,140.018172953327,140.018172953327,0.362783679456137,825.680333318559,1096.24639865254,31.6148663623066
10,5,19723,158.062718653349,164.149566071869,0.418611703422186,867.603863509608,926.477361456168,35.4919636972063
10,6,25532,137.352968823437,137.352968823437,0.390266092947291,729.2866598778,1040.10535798214,25.7749099169669
10,7,18813,153.985382448307,153.985382448307,0.399201703120014,747.495030032424,1019.81231063626,36.947217349705
10,8,24058,149.2555490897,156.674462326692,0.440332413622032,840.089284229778,924.651716684679,46.1135588993266
10,9,16783,148.514747065483,155.490700883593,0.400542924377804,949.8249419055,1059.45927426563,34.9253411189895
