Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp
12,1,187500,195.678362666667,195.678362666667,0.355089557432826
12,2,211471,176.524710243958,176.524710243958,0.367991639105992
12,3,210801,170.3780342598,170.3780342598,0.384968775841175
12,4,169458,189.576603052084,189.576603052084,0.36963726422232
12,5,123671,380.732014781153,380.732014781153,0.700714794402935
12,6,192000,190.485578125,190.485578125,0.35157805172589
12,7,202980,174.099768450094,174.099768450094,0.285599207699258
12,8,177955,175.505543536287,175.505543536287,0.333542966194887
12,9,183666,197.927161260113,197.927161260113,0.379579882700176
13,1,212871,176.507260265607,176.507260265607,0.364193144034968
13,2,173524,187.727933888108,187.727933888108,0.372150756922462
13,3,188727,195.385498630297,195.385498630297,0.360905898675362
13,4,194614,172.836445476687,172.836445476687,0.333356601499623
13,5,190128,191.387060296222,191.387060296222,0.327444579076298
13,6,188222,202.645471836448,202.645471836448,0.378901408930265
13,7,207769,171.809254508613,171.809254508613,0.380030658693713
13,8,195901,173.953741941082,173.953741941082,0.313621556968627
13,9,132631,389.20622629702,206.580364989499,0.713704596338388
14,1,211782,179.241422783806,179.241422783806,0.356661439902826
14,2,177414,192.088487943454,192.088487943454,0.38358460504933
14,3,200093,176.24509103267,176.24509103267,0.343737650269593
14,4,204820,190.688809686554,190.688809686554,0.343529726271185
14,5,199229,195.69267024379,195.69267024379,0.368050036388935
14,6,187672,207.994730167526,207.994730167526,0.372117510209115
14,7,206465,174.902341801274,174.902341801274,0.369060696524653
14,8,198783,173.714361892114,173.714361892114,0.332552811200496
14,9,102282,517.80265344831,517.80265344831,0.668146374517892
15,1,179727,188.461249561835,188.461249561835,0.379074573997909
15,2,222712,179.039966414023,179.039966414023,0.375121356864587
15,3,200694,198.111328689448,198.111328689448,0.376653573298487
15,4,212618,187.041769746682,187.041769746682,0.347293600269868
15,5,214042,175.411129591389,175.411129591389,0.333356877702073
15,6,221453,173.981991664145,173.981991664145,0.384104081127069
15,7,205060,212.520379401151,212.520379401151,0.385531534881177
15,8,202350,165.966350383,165.966350383,0.395072198589312
15,9,133173,423.210876078484,423.210876078484,0.716079007326497
16,1,188220,199.191318669642,199.191318669642,0.355998341340693
16,2,203634,191.595121639805,191.595121639805,0.332365519465291
16,3,172929,189.619485453568,189.619485453568,0.340867967120995
16,4,210486,181.308267533233,181.308267533233,0.347158204640028
16,5,191925,219.001479744692,219.001479744692,0.340585118924449
16,6,205574,179.549048031366,179.549048031366,0.355852284860171
16,7,204055,177.586038077969,177.586038077969,0.28784413067652
16,8,183221,172.704460733213,172.704460733213,0.38374497866445
16,9,114039,474.449635650962,474.449635650962,0.68866579287028
17,1,192963,198.638008322839,198.638008322839,0.362172651470791
17,2,211770,192.461562072059,192.461562072059,0.308843760573525
17,3,209220,179.594283529299,179.594283529299,0.352486570216729
17,4,212271,181.987068417259,181.987068417259,0.347835237416713
17,5,198704,219.273970327724,219.273970327724,0.34274020876071
17,6,167499,191.713198287751,191.713198287751,0.338152671728478
17,7,208448,177.571610185754,177.571610185754,0.318652974220293
17,8,189305,175.670373207258,175.670373207258,0.370195037608216
17,9,122496,469.768351619645,469.768351619645,0.702053663622541
18,1,195872,196.276037412188,196.276037412188,0.301146410826678
18,2,213183,184.359714423758,184.359714423758,0.336376141374623
18,3,194532,197.458772849711,197.458772849711,0.352331012575512
18,4,207879,182.084082567263,182.084082567263,0.295658055556382
18,5,173488,192.378919579452,192.378919579452,0.352018063091167
18,6,193194,183.249246871021,183.249246871021,0.326599953933626
18,7,184271,215.214303932795,215.214303932795,0.353973498735013
18,8,209376,182.305431377044,182.305431377044,0.361310207122899
18,9,143694,451.441702506716,219.376464844814,0.730597829915105
19,1,205590,196.275266306727,196.275266306727,0.314819102102258
19,2,180353,190.627602535029,190.627602535029,0.369236671577407
19,3,222013,183.328917675992,183.328917675992,0.361198164117531
19,4,193454,196.951792157309,196.951792157309,0.352006891532533
19,5,206850,183.16112158569,183.16112158569,0.325250608492809
19,6,190633,210.96837378628,210.96837378628,0.355522028472545
19,7,192115,182.602342347032,182.602342347032,0.330195874628551
19,8,225700,179.034071776695,179.034071776695,0.390722921043567
19,9,125857,513.192980922793,513.192980922793,0.709387657544236
20,1,227184,187.007227621664,187.007227621664,0.334509618450946
20,2,234826,199.645563097783,199.645563097783,0.249194845759133
20,3,181583,196.469443725459,196.469443725459,0.361392464833637
20,4,220882,186.747974031383,186.747974031383,0.36435358916548
20,5,195695,199.50133115307,199.50133115307,0.348046630411551
20,6,222399,180.75525069807,180.75525069807,0.386755611106966
20,7,181421,208.245770886502,208.245770886502,0.331882192291757
20,8,163404,416.850970600475,197.527437024656,0.748612356737862
20,9,178844,176.404413902619,176.404413902619,0.33024614392433
21,1,225907,186.487368695968,186.487368695968,0.361650402234666
21,2,192311,200.808669290888,200.808669290888,0.343793066267794
21,3,229482,202.659995119443,202.659995119443,0.259305048279313
21,4,180571,195.215582790149,195.215582790149,0.325913960780567
21,5,212651,186.678520204466,186.678520204466,0.351275499552419
21,6,187555,390.682925008664,191.016679905109,0.777375139124649
21,7,224788,183.610223855366,183.610223855366,0.384836433001698
21,8,201865,207.483689594531,207.483689594531,0.360889533682395
21,9,177064,172.919198707812,172.919198707812,0.349901175878376
22,1,227940,188.758396946565,188.758396946565,0.370470775032656
22,2,241116,197.638908243335,197.638908243335,0.283146475457043
22,3,200713,191.47594326227,191.47594326227,0.309879963918804
22,4,227578,183.507817100071,183.507817100071,0.388374068094477
22,5,196720,201.96502643351,201.96502643351,0.351268391219649
22,6,176608,198.986467204204,198.986467204204,0.359047590540388
22,7,197985,213.344510947799,213.344510947799,0.356295128860852
22,8,189846,169.852859686272,169.852859686272,0.342340432269255
22,9,179908,424.259388131712,201.164024861334,0.773750835152754
23,1,176486,199.528897476287,199.528897476287,0.37493866204627
23,2,227165,198.066814870248,198.066814870248,0.270081258013383
23,3,231326,184.350224358697,192.102342209637,0.400874457103755
23,4,224750,189.616680756396,189.616680756396,0.367323129483088
23,5,199893,202.443797431626,202.443797431626,0.349244931731617
23,6,201715,192.132003073644,192.132003073644,0.304891637270532
23,7,196340,404.898920240399,194.322868372909,0.771666460694012
23,8,178202,174.280737589926,174.280737589926,0.341059924058768
23,9,188975,215.669268421749,215.669268421749,0.36347821541875
24,1,221838,191.318547769093,191.318547769093,0.362153160670524
24,2,219217,190.103491061368,190.103491061368,0.371868638584333
24,3,200679,201.646679523019,201.646679523019,0.364686377950002
24,4,182526,198.294648433648,198.294648433648,0.375369544624339
24,5,195693,213.971128246795,213.971128246795,0.397522629406326
24,6,188147,180.275194395871,180.275194395871,0.357075391437574
24,7,206567,198.774073303093,198.774073303093,0.29038725328493
24,8,219909,189.118121586656,189.118121586656,0.35160768260679
24,9,148119,454.043255760571,216.918252911874,0.737800007678096
25,1,228473,191.28581057718,191.28581057718,0.38283372926634
25,2,233820,188.105320331879,188.105320331879,0.389107496741946
25,3,183019,198.265874034936,198.265874034936,0.368552172013873
25,4,159362,418.132039005535,199.654912665243,0.760703401953666
25,5,196594,203.542051130757,203.542051130757,0.355583756023209
25,6,220571,198.682301843851,198.682301843851,0.30705206352926
25,7,222646,189.414658246723,189.414658246723,0.342256137156833
25,8,190506,186.485963696681,186.485963696681,0.331024984260444
25,9,206895,215.433635418932,215.433635418932,0.393980267767962
26,1,227040,194.118371212121,194.118371212121,0.364950421194953
26,2,242926,188.959094539078,188.959094539078,0.365976344160736
26,3,243558,189.216404306161,198.312388360845,0.405014862671017
26,4,186709,200.050383216663,200.050383216663,0.392264815041002
26,5,218723,199.96419672371,199.96419672371,0.279892630769143
26,6,201485,218.981224408765,218.981224408765,0.376197034115046
26,7,194879,204.765079870073,204.765079870073,0.356233528977025
26,8,164070,417.76776985433,199.700715837242,0.789540875265935
26,9,183427,189.973226406145,189.973226406145,0.359532640493369
27,1,227917,193.826897510936,193.826897510936,0.371861762948139
27,2,244641,192.47154401756,192.47154401756,0.34523357706608
27,3,181096,198.113172019261,198.113172019261,0.375692278197637
27,4,188971,224.64587688058,224.64587688058,0.350858609260473
27,5,233074,191.910569175455,191.910569175455,0.380045636679499
27,6,190828,205.729578468569,205.729578468569,0.353441542191191
27,7,199260,207.150632339657,207.150632339657,0.275927231651617
27,8,185380,186.439820908404,186.439820908404,0.364225540511594
27,9,129795,481.667252205401,231.648992025683,0.751696398082306
28,1,204601,205.411171010894,205.411171010894,0.274674350738133
28,2,224664,196.401265890396,196.401265890396,0.334201024895655
28,3,178259,198.063110417987,198.063110417987,0.360174438685105
28,4,193802,205.57484442885,205.57484442885,0.358318645619279
28,5,194991,225.536737593017,225.536737593017,0.332453142925023
28,6,192926,190.560810880856,190.560810880856,0.355841654292197
28,7,222546,199.665224268241,199.665224268241,0.290254422263124
28,8,220775,196.71903521685,196.71903521685,0.381848097804999
28,9,109240,532.791907726108,532.791907726108,0.702412761985916
29,1,227756,195.544196420731,195.544196420731,0.3444293363764
29,2,207255,188.143856601771,188.143856601771,0.331674483543052
29,3,194018,208.455189724665,208.455189724665,0.296002949867972
29,4,178944,194.857486140916,194.857486140916,0.347984097350991
29,5,223983,196.449623408919,196.449623408919,0.386985956004546
29,6,224967,198.413794023123,198.413794023123,0.335560452768057
29,7,194342,228.405635426207,228.405635426207,0.343311034071634
29,8,195717,206.577251848332,206.577251848332,0.358187005600819
29,9,113660,514.494369171212,514.494369171212,0.698899301000107
30,1,235498,197.432695819073,197.432695819073,0.337912226193391
30,2,236935,194.766391626395,194.766391626395,0.369567223636112
30,3,199766,193.118358479421,193.118358479421,0.354371599877284
30,4,192804,209.39418787992,209.39418787992,0.360388464014756
30,5,181968,195.934235689792,195.934235689792,0.34982308426695
30,6,220009,201.476180519888,201.476180519888,0.376478623453285
30,7,198378,211.210582826725,211.210582826725,0.29451828661119
30,8,199502,228.304753837054,228.304753837054,0.326894442398096
30,9,126754,493.171647443079,493.171647443079,0.708143376461735
31,1,238898,196.22913126104,196.22913126104,0.352252217030371
31,2,214481,195.049039308843,195.049039308843,0.316594559092209
31,3,200848,230.677850912133,230.677850912133,0.342952374967651
31,4,224643,201.271604278789,201.271604278789,0.376055818626803
31,5,221753,197.193756116039,197.193756116039,0.349447046968765
31,6,196273,208.846046068486,208.846046068486,0.362315156574599
31,7,181309,196.220871550778,196.220871550778,0.367252211821653
31,8,198727,211.872347491785,211.872347491785,0.29939691911474
31,9,128544,480.464066778691,480.464066778691,0.707092086392322
32,1,236392,195.278770009137,195.278770009137,0.369926966247598
32,2,205793,225.683298265733,225.683298265733,0.33927536366012
32,3,241368,199.448187000762,199.448187000762,0.34026378146384
32,4,243684,199.124148487385,208.390719664067,0.402025176389735
32,5,197352,209.622476590052,209.622476590052,0.357840164362556
32,6,210854,211.073795137868,211.073795137868,0.316289418302809
32,7,184485,197.713705721332,197.713705721332,0.366008784480574
32,8,202340,200.993545517446,200.993545517446,0.347436153229011
32,9,118015,523.773588103207,523.773588103207,0.687428656675246
33,1,236182,196.033961097797,196.033961097797,0.367130138446374
33,2,253027,196.723001893079,196.723001893079,0.355686184340333
33,3,202442,228.093088390749,228.093088390749,0.342675457770614
33,4,211146,213.867229310524,213.867229310524,0.307529652648322
33,5,190340,195.764426815173,195.764426815173,0.380996001644781
33,6,200847,209.384501635573,209.384501635573,0.355423517303651
33,7,198287,200.093505877844,200.093505877844,0.353086391570093
33,8,230648,203.006871943394,203.006871943394,0.366880739336549
33,9,110209,533.157464453901,533.157464453901,0.676143032294134
34,1,249498,199.430364171256,199.430364171256,0.343283069130778
34,2,211726,227.53196111956,227.53196111956,0.32096996868002
34,3,189506,197.256155477927,197.256155477927,0.330257004250358
34,4,234733,198.7039657824,198.7039657824,0.352431550698664
34,5,210585,212.844319395968,212.844319395968,0.287850854648189
34,6,203731,210.02916590995,210.02916590995,0.365628527410976
34,7,226119,210.612801224134,210.612801224134,0.346916329598578
34,8,206225,203.243176142563,203.243176142563,0.340764008911978
34,9,113206,516.453562532021,516.453562532021,0.697667676131644
35,1,210774,225.061117595149,225.061117595149,0.325574388444794
35,2,248908,202.329141690906,202.329141690906,0.338193025849033
35,3,234631,203.033452527586,203.033452527586,0.363192546066964
35,4,224961,213.525771133663,213.525771133663,0.348247640410931
35,5,207610,214.648981262945,214.648981262945,0.270722437150268
35,6,199413,205.76101858956,205.76101858956,0.304681250463649
35,7,189714,198.145155339089,198.145155339089,0.331510269979488
35,8,209203,210.040482211058,210.040482211058,0.350945339850833
35,9,102078,522.960099139873,522.960099139873,0.676686238562492
36,1,213744,220.986844075155,220.986844075155,0.325833414434549
36,2,226050,210.659699181597,210.659699181597,0.296640236259512
36,3,250491,201.134779293468,201.134779293468,0.385546589978389
36,4,234911,208.497733184057,208.497733184057,0.327415524386515
36,5,205927,213.751810107465,213.751810107465,0.342657506843606
36,6,250236,210.707140459406,210.707140459406,0.395000263303885
36,7,210642,203.751763655871,203.751763655871,0.326506033966904
36,8,192683,198.357166952975,198.357166952975,0.352361001863303
36,9,107903,490.43767087106,490.43767087106,0.689845598746858
37,1,253192,203.658555562577,203.658555562577,0.38794462364506
37,2,207190,201.515058641826,201.515058641826,0.313611960125652
37,3,219278,209.630300349328,209.630300349328,0.356321089571319
37,4,246937,214.592438557203,214.592438557203,0.390389320278862
37,5,192638,197.587277691837,197.587277691837,0.370896253138761
37,6,237876,210.104916006659,210.104916006659,0.292094347829871
37,7,207284,222.969659983404,222.969659983404,0.28991791222513
37,8,211059,212.371393780886,212.371393780886,0.334319803848069
37,9,117868,460.941103607425,249.605811293024,0.719943805429333
38,1,283727,196.985637602343,210.791643947902,0.424689624478427
38,2,282798,196.30037341141,196.30037341141,0.365025090101412
38,3,225373,213.421101906617,213.421101906617,0.266085964928184
38,4,245958,207.195037364103,227.906922715084,0.444965632246023
38,5,210038,224.435383121149,224.435383121149,0.33220059648339
38,6,194062,196.397543053251,196.397543053251,0.361003538728026
38,7,216567,204.894392959223,204.894392959223,0.313668577157611
38,8,208011,213.883126373124,213.883126373124,0.331733680388536
38,9,137626,420.72660689114,214.054842318647,0.747705001926941
39,1,216014,215.221430092494,215.221430092494,0.326216285875774
39,2,223924,214.025093335239,214.025093335239,0.266382221049335
39,3,200119,196.089042019998,196.089042019998,0.372385158401593
39,4,144604,251.075979917568,287.042038724421,0.50840823838948
39,5,206800,230.313588007737,230.313588007737,0.355749388410896
39,6,269067,185.694336354886,185.694336354886,0.458746878937862
39,7,213379,207.999001776182,207.999001776182,0.349276709322129
39,8,102985,496.613234937127,496.613234937127,0.698222064794179
39,9,127066,263.528119245117,290.243695343692,0.454813337626218
40,1,222704,214.501127056541,214.501127056541,0.346272957844858
40,2,231227,216.760421577065,216.760421577065,0.282488023102797
40,3,190985,205.352577427547,205.352577427547,0.348372992558228
40,4,203025,231.195345400813,231.195345400813,0.318401936776672
40,5,216927,209.308297261291,209.308297261291,0.328741149598822
40,6,143354,284.481884007422,336.580821322968,0.502454781402005
40,7,103330,510.098480596148,510.098480596148,0.689039861254473
40,8,157484,236.038403901349,276.026359714651,0.542558697021184
40,9,65348,249.006121074861,293.372738177703,0.518705570605145
40,10,69504,259.545263581952,310.114911991126,0.528228303800644
41,1,280406,207.124494483,207.124494483,0.326644521373517
41,2,222091,204.373869269804,204.373869269804,0.319497256218478
41,3,231622,210.233449326921,210.233449326921,0.368922173611984
41,4,214576,230.231055663262,230.231055663262,0.333460694040752
41,5,194002,196.486629003825,196.486629003825,0.343997116380429
41,6,89024,467.879998652049,467.879998652049,0.678589617393882
41,7,49908,345.43840666827,425.871160269485,0.53259156680106
41,8,107947,244.053276144775,278.53901262224,0.497457273415866
41,9,61319,263.047326277337,263.047326277337,0.602745364010413
41,10,45476,348.993754947665,443.131380841287,0.575713204791368
41,11,56672,304.24770609825,361.192660227715,0.514684636580482
42,1,220719,216.232598915363,216.232598915363,0.345477039459782
42,2,197715,205.888061098045,205.888061098045,0.350213891328633
42,3,223558,215.226379731434,215.226379731434,0.325018553145674
42,4,129108,262.324983734548,308.859111029498,0.542869090615775
42,5,213685,242.893740786672,242.893740786672,0.387350304625799
42,6,92078,261.311018918743,298.693010819499,0.482991659586247
42,7,89344,282.185261461318,321.56612826831,0.482981227174997
42,8,107061,218.067643679771,232.637228188073,0.417906641587626
42,9,91313,222.541861509314,254.669155443824,0.489230401093708
42,10,102540,469.351735907938,469.351735907938,0.692657258217576
42,11,54255,259.46710902221,303.835276276385,0.523836045042557
42,12,44206,336.060195448582,412.567183282439,0.538867913136957
43,1,198876,209.679171946338,209.679171946338,0.345068316290916
43,2,186029,223.831235990088,223.831235990088,0.365889205169928
43,3,233492,197.383803299471,217.374654724509,0.426043125181269
43,4,211499,221.640045579412,221.640045579412,0.332799272199718
43,5,120172,222.348899910129,222.348899910129,0.394203519892695
43,6,105250,245.628703087886,272.080010050139,0.436559721173064
43,7,81686,200.548184511422,216.128325595246,0.435846820244735
43,8,140454,235.403092827545,284.301963978602,0.557474365781545
43,9,112392,210.173099508862,240.070781744477,0.485826545756479
43,10,111008,435.090506990487,435.090506990487,0.702200004982449
43,11,95808,274.943146710087,324.03580989469,0.473356020236877
43,12,75347,242.044261881694,259.908060025043,0.42922367868603
44,1,204283,213.61787324447,213.61787324447,0.354929790309034
44,2,120622,234.41462585598,256.495449939636,0.433956344933531
44,3,105511,259.175071793462,291.974698600016,0.469022990667358
44,4,127388,203.543253681665,225.848495341272,0.46423779005362
44,5,135236,279.372060693898,319.893029909667,0.461425428928159
44,6,103669,217.747648766748,231.963779755449,0.419699185420087
44,7,116864,273.148180791347,316.455513191129,0.509082912945371
44,8,105661,188.379515620712,195.699089352233,0.40048637352399
44,9,141434,213.585375510839,228.577325132978,0.408391202195054
44,10,135023,258.755574976115,299.872368855167,0.491139096729101
44,11,120172,411.704739872849,226.348482243512,0.711711099626901
44,12,148491,226.976544032972,265.801113390048,0.533104493414108
45,1,215603,211.53440814831,211.53440814831,0.37049539379118
45,2,129105,201.943464621819,221.271221428855,0.450857774172652
45,3,115234,209.374203794019,209.374203794019,0.395208780758032
45,4,123869,234.042343120555,248.810505630302,0.400716876328614
45,5,101511,263.417895597521,298.145712274781,0.460227436351948
45,6,139341,216.413955691433,238.735573050126,0.408194438356589
45,7,113997,290.174092300675,332.553133781262,0.487197090203314
45,8,106033,185.492752256373,185.492752256373,0.392812186535558
45,9,104060,464.508341341534,464.508341341534,0.638807445911901
45,10,47029,348.83595228476,348.83595228476,0.574339161881605
45,11,134148,244.520783015774,244.520783015774,0.572713895128771
45,12,73952,205.308835460839,244.227748066223,0.596480100473062
45,13,105017,271.087595341707,317.66000127002,0.517673680902446
46,1,211552,221.646488806535,221.646488806535,0.352940160927574
46,2,123279,233.404943258787,247.496419354739,0.402400476928972
46,3,131215,201.177395876996,217.076361519865,0.443215015151675
46,4,115394,204.049508639964,214.42646121529,0.401049804839842
46,5,104214,259.861851574645,286.178920275819,0.438227796410794
46,6,92407,199.216325603039,207.802072459855,0.40416551671689
46,7,114333,453.663911556593,453.663911556593,0.68117825240283
46,8,148633,209.895366439485,227.39308088672,0.425408572335469
46,9,113499,187.765830535952,171.522806081665,0.433494663927252
46,10,75386,280.068553842889,310.480081462225,0.441373250757574
46,11,58466,318.229791673793,368.928162384033,0.501333306961001
46,12,45187,350.752561577445,350.752561577445,0.602429561194604
46,13,54521,280.200601603052,346.247887248889,0.580138374949552
46,14,49661,328.53635649705,425.833109501509,0.604655898922847
46,15,57072,312.232092795066,374.795103924605,0.535308367961492
46,16,43118,192.929565378728,220.149284752887,0.548447216064579
47,1,203745,223.228221551449,223.228221551449,0.356345944229542
47,2,137267,200.605083523352,215.73549173808,0.433616477246706
47,3,141884,213.402018550365,213.402018550365,0.347460272576897
47,4,124014,186.240343832148,186.240343832148,0.397467804765535
47,5,126185,226.966533264651,242.578663728181,0.411648998599606
47,6,122613,257.310056845522,282.584270422738,0.445345814413646
47,7,117122,200.60688854357,211.203321112636,0.400317449252791
47,8,96831,244.710712478442,259.301610119074,0.409766445548535
47,9,95087,255.875840020192,255.875840020192,0.398777864990491
47,10,122691,189.925560962092,189.925560962092,0.427256390660653
47,11,83510,266.351167524847,297.592678356252,0.457459305124985
47,12,114001,450.174621275252,450.174621275252,0.701364603407018
47,13,69575,243.681106719368,268.867198189083,0.46276866233703
47,14,82770,199.585876525311,215.110637102286,0.451513894339139
47,15,62962,302.303468758934,357.197175464646,0.535438011097178
47,16,64290,274.391445014777,329.67892427349,0.504373666761133
48,1,132886,223.688229008323,243.740601187797,0.438669593434509
48,2,171247,198.865130484038,198.865130484038,0.430695603198325
48,3,118804,268.485631796909,309.275126899084,0.488738818024389
48,4,138904,203.799285837701,219.65469702246,0.42276333894524
48,5,113452,250.14339985192,279.257633148136,0.452472288450578
48,6,118473,218.47594810632,231.980672402502,0.411647048029481
48,7,106604,244.440058534389,260.519653841521,0.419385339098468
48,8,119458,199.193055299771,208.89967447753,0.403131189005287
48,9,127606,198.085332978073,198.085332978073,0.3837405651545
48,10,98180,238.326227337543,252.59140615536,0.409983548986314
48,11,79950,248.923277048155,276.238607704142,0.458445858099732
48,12,81726,232.343733940239,232.343733940239,0.399489058620243
48,13,122139,425.590155478594,226.471420207208,0.712468508119452
48,14,101420,215.22615854861,234.986505156641,0.450201361390351
48,15,96309,206.930318038813,217.188886908759,0.403658310005133
