Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp,Volume_rigid,MeanIntensity_rigid,GMMIntensity_rigid,Bimodality_rigid,Volume_affine,MeanIntensity_affine,GMMIntensity_affine,Bimodality_affine
8,8,175276,121.833468358475,121.833468358475,0.183450125706712,175276,121.767817613364,121.767817613364,0.188590400075341,NaN,NaN,NaN,NaN
8,9,105102,121.687836577801,121.687836577801,0.363347781451915,105102,121.855216836977,121.855216836977,0.35311595205258,NaN,NaN,NaN,NaN
10,1,187764,121.004399139345,121.004399139345,0.132966143366565,187764,121.047666219297,121.047666219297,0.133670295131812,NaN,NaN,NaN,NaN
10,2,205117,120.86536952081,120.86536952081,0.140764620698098,205117,120.78952987807,120.78952987807,0.142450514303932,NaN,NaN,NaN,NaN
10,3,172163,120.740490116924,120.740490116924,0.186123429546604,172163,120.571220297044,120.571220297044,0.197251400130878,NaN,NaN,NaN,NaN
10,4,203210,121.663613995374,121.663613995374,0.213213413378089,203210,121.592564342306,121.592564342306,0.213562039311891,NaN,NaN,NaN,NaN
10,5,180998,119.966789688284,119.966789688284,0.160815627579562,180998,119.893258489044,119.893258489044,0.164351211258256,NaN,NaN,NaN,NaN
10,6,183913,121.558818571825,121.558818571825,0.196481407267871,183913,121.505880497844,121.505880497844,0.20704579031791,NaN,NaN,NaN,NaN
10,7,181678,121.896008322417,121.896008322417,0.225404209574138,181678,121.757169277513,121.757169277513,0.22631587734455,NaN,NaN,NaN,NaN
10,8,194513,120.416111005434,120.416111005434,0.157881645894527,194513,120.31869849316,120.31869849316,0.152620747607251,NaN,NaN,NaN,NaN
10,9,103310,121.675936501791,121.675936501791,0.382485642875353,103310,122.091327073855,122.091327073855,0.388407701386232,NaN,NaN,NaN,NaN
12,1,187500,120.763034666667,120.763034666667,0.125020378735317,187447,120.764610796652,120.764610796652,0.127889364895767,NaN,NaN,NaN,NaN
12,2,211471,121.54130826449,121.54130826449,0.214817878437794,211407,121.435468078162,121.435468078162,0.220729435796852,NaN,NaN,NaN,NaN
12,3,210801,120.940621723806,120.940621723806,0.127410657425012,210788,120.928572784029,120.928572784029,0.130677909983502,NaN,NaN,NaN,NaN
12,4,169458,121.522046760849,121.522046760849,0.22123599121045,169493,121.430631353507,121.430631353507,0.237188481950789,NaN,NaN,NaN,NaN
12,5,123671,121.54237452596,121.54237452596,0.38752777663777,123667,121.509157657257,121.509157657257,0.387929186310026,NaN,NaN,NaN,NaN
12,6,192000,121.756963541667,121.756963541667,0.221991297358126,192056,121.714057358271,121.714057358271,0.214425377294127,NaN,NaN,NaN,NaN
12,7,202980,120.163878214602,120.163878214602,0.115278917011444,202931,120.088576905451,120.088576905451,0.112193440953144,NaN,NaN,NaN,NaN
12,8,177955,120.293096569357,120.293096569357,0.163587887049559,177929,120.145692944939,120.145692944939,0.16524729286735,NaN,NaN,NaN,NaN
12,9,183666,122.257298574586,122.257298574586,0.198470690945541,183746,122.2447998868,122.2447998868,0.2014542971691,NaN,NaN,NaN,NaN
14,1,211782,121.79366518401,121.79366518401,0.218539944334525,211782,121.805110915942,121.805110915942,0.222147228783747,NaN,NaN,NaN,NaN
14,2,177414,122.183891913829,122.183891913829,0.222692118013934,177391,122.12821958273,122.12821958273,0.225696684631519,NaN,NaN,NaN,NaN
14,3,200093,120.862099123907,120.862099123907,0.181463558199709,200093,120.828199887053,120.828199887053,0.187477661924961,NaN,NaN,NaN,NaN
14,4,204820,121.950175764086,121.950175764086,0.193004921867594,204827,121.948912985104,121.948912985104,0.195725510166474,NaN,NaN,NaN,NaN
14,5,199229,120.620868447867,120.620868447867,0.12764906901981,199237,120.641135933587,120.641135933587,0.119937996856711,NaN,NaN,NaN,NaN
14,6,187672,122.772853702204,122.772853702204,0.203853275016155,187672,122.743334114839,122.743334114839,0.199057273291874,NaN,NaN,NaN,NaN
14,7,206465,121.571399510813,121.571399510813,0.150208791704986,206447,121.603748177498,121.603748177498,0.156388360019617,NaN,NaN,NaN,NaN
14,8,198783,119.90498181434,119.90498181434,0.150797206876533,198761,119.885827702618,119.885827702618,0.15040719037641,NaN,NaN,NaN,NaN
14,9,102282,119.984611173031,119.984611173031,0.358603098136047,102285,120.030571442538,120.030571442538,0.351010796230572,NaN,NaN,NaN,NaN
16,1,188220,120.373961321857,120.373961321857,0.126327849293586,188230,120.442421505605,120.442421505605,0.131351042518653,NaN,NaN,NaN,NaN
16,2,203634,122.240067965075,122.240067965075,0.223221981820271,203616,122.227118694012,122.227118694012,0.222084115418153,NaN,NaN,NaN,NaN
16,3,172929,123.0960336323,123.0960336323,0.278754239177615,172929,122.898189430344,122.898189430344,0.28966827163102,NaN,NaN,NaN,NaN
16,4,210486,121.945198255466,121.945198255466,0.218858720539528,210490,121.900427573756,121.900427573756,0.222184946124806,NaN,NaN,NaN,NaN
16,5,191925,123.475399244497,123.475399244497,0.251570330340625,191916,123.440114425061,123.440114425061,0.24516213211081,NaN,NaN,NaN,NaN
16,6,205574,122.759162150856,122.759162150856,0.203390951157063,205591,122.723090991337,122.723090991337,0.205164978503893,NaN,NaN,NaN,NaN
16,7,204055,119.956987086815,119.956987086815,0.135277362269654,204015,119.915947356812,119.915947356812,0.146555664710319,NaN,NaN,NaN,NaN
16,8,183221,121.394982016254,121.394982016254,0.204961024170868,183239,121.292535977603,121.292535977603,0.209949521936401,NaN,NaN,NaN,NaN
16,9,114039,119.748682468278,119.748682468278,0.334411430410892,114056,119.969909518131,119.969909518131,0.37740845135254,NaN,NaN,NaN,NaN
18,1,195872,122.994567881065,122.994567881065,0.189079761396128,195872,122.95580787453,122.95580787453,0.188829982347253,NaN,NaN,NaN,NaN
18,2,213183,122.790086451546,122.790086451546,0.251772453693934,213183,122.770155218756,122.770155218756,0.254959432639679,NaN,NaN,NaN,NaN
18,3,194532,120.427831924825,120.427831924825,0.128042648051926,194532,120.461343120926,120.461343120926,0.137880916346524,NaN,NaN,NaN,NaN
18,4,207879,120.183428821574,120.183428821574,0.13125809433914,207879,120.166394873941,120.166394873941,0.128021891767677,NaN,NaN,NaN,NaN
18,5,173488,124.091326201236,124.091326201236,0.263611780616426,173488,124.048239647699,124.048239647699,0.262368801594651,NaN,NaN,NaN,NaN
18,6,193194,122.637488741886,122.637488741886,0.253489971415846,193194,122.573294201683,122.573294201683,0.25081256117039,NaN,NaN,NaN,NaN
18,7,184271,124.101160790358,124.101160790358,0.228631060232401,184273,124.003180064361,124.003180064361,0.23461720928303,NaN,NaN,NaN,NaN
18,8,209376,123.224834747058,123.224834747058,0.170727329949361,209377,123.213710197395,123.213710197395,0.168515022958175,NaN,NaN,NaN,NaN
18,9,143694,120.377496624772,119.185323680655,0.407009691939735,143694,120.586238813033,119.35396541591,0.407508551760685,NaN,NaN,NaN,NaN
20,1,227184,120.183534051694,120.183534051694,0.157918890252183,227184,120.169351714909,120.169351714909,0.158847427170426,NaN,NaN,NaN,NaN
20,2,234826,123.113207225776,123.113207225776,0.231884512011403,234829,123.124848293865,123.124848293865,0.232818442784897,NaN,NaN,NaN,NaN
20,3,181583,125.564970289069,125.564970289069,0.338210910788859,181583,125.523540199248,125.523540199248,0.339299670733159,NaN,NaN,NaN,NaN
20,4,220882,123.450516565406,123.450516565406,0.238549002573524,220882,123.39896868011,123.39896868011,0.235183353382989,NaN,NaN,NaN,NaN
20,5,195695,120.111796417895,120.111796417895,0.110531821399752,195695,120.13423439536,120.13423439536,0.11110568038492,NaN,NaN,NaN,NaN
20,6,222399,124.176120396225,124.176120396225,0.26402967307699,222403,124.124800474814,124.124800474814,0.268972267737951,NaN,NaN,NaN,NaN
20,7,181421,123.919138357742,123.919138357742,0.235082085691757,181424,123.929039156892,123.929039156892,0.239865703806178,NaN,NaN,NaN,NaN
20,8,163404,120.460686396906,119.242947453573,0.510843603519465,163404,120.414573694646,119.257601029207,0.500394566257588,NaN,NaN,NaN,NaN
20,9,178844,121.910782581468,121.910782581468,0.221668691481663,178844,121.900762675852,121.900762675852,0.221234024361413,NaN,NaN,NaN,NaN
22,1,227940,124.668197771343,124.668197771343,0.274815872784635,227944,124.633181834135,124.633181834135,0.279501910129575,NaN,NaN,NaN,NaN
22,2,241116,123.391384229997,123.391384229997,0.230721071976744,241117,123.368721409108,123.368721409108,0.223264403379676,NaN,NaN,NaN,NaN
22,3,200713,120.573206518761,120.573206518761,0.197076063504381,200714,120.559044212163,120.559044212163,0.198124716368449,NaN,NaN,NaN,NaN
22,4,227578,125.177574282224,125.177574282224,0.282257013591908,227578,125.197374087126,125.197374087126,0.280648038566164,NaN,NaN,NaN,NaN
22,5,196720,120.241571777145,120.241571777145,0.189297160857475,196720,120.209861732412,120.209861732412,0.181675891656504,NaN,NaN,NaN,NaN
22,6,176608,125.902348704475,125.902348704475,0.33500625156005,176608,125.902020293531,125.902020293531,0.334495499577147,NaN,NaN,NaN,NaN
22,7,197985,124.874379372175,124.874379372175,0.270726710428202,197992,124.846907955877,124.846907955877,0.268281674124024,NaN,NaN,NaN,NaN
22,8,189846,121.485446098417,121.485446098417,0.211666047603741,189846,121.457813174889,121.457813174889,0.213011505755059,NaN,NaN,NaN,NaN
22,9,179908,120.527714165018,119.470478946466,0.461573086806072,179908,120.419747871134,119.444782919146,0.440227578204302,NaN,NaN,NaN,NaN
24,1,221838,125.638542540052,125.638542540052,0.309009096708409,221836,125.375015777421,125.375015777421,0.323378146497406,NaN,NaN,NaN,NaN
24,2,219217,125.33941710725,125.33941710725,0.285771499870259,219218,125.256329316023,125.256329316023,0.292407308872764,NaN,NaN,NaN,NaN
24,3,200679,120.154002162658,120.154002162658,0.1570148774408,200661,120.201165149182,120.201165149182,0.166946457914799,NaN,NaN,NaN,NaN
24,4,182526,125.927692493124,125.927692493124,0.324861844802423,182516,125.749265817791,125.749265817791,0.344348768595644,NaN,NaN,NaN,NaN
24,5,195693,125.586295881815,125.586295881815,0.299342535779022,195668,125.45562892246,125.45562892246,0.306427963223822,NaN,NaN,NaN,NaN
24,6,188147,122.133735855475,122.133735855475,0.261549914339676,188179,121.973844052737,121.973844052737,0.278083206955976,NaN,NaN,NaN,NaN
24,7,206567,123.597108928338,123.597108928338,0.224098013312794,206564,123.502406033965,123.502406033965,0.224544507740881,NaN,NaN,NaN,NaN
24,8,219909,120.480221364292,120.480221364292,0.147438228754247,219910,120.489782183621,120.489782183621,0.151372917209106,NaN,NaN,NaN,NaN
24,9,148119,120.39646500449,120.39646500449,0.237321406489695,148121,121.083398032689,119.693592150659,0.446611824692821,NaN,NaN,NaN,NaN
26,1,227040,126.404558668076,126.404558668076,0.337056504038354,227040,126.449740133897,126.449740133897,0.336850196093962,NaN,NaN,NaN,NaN
26,2,242926,120.362624832253,120.362624832253,0.148239756359169,242926,120.370215621218,120.370215621218,0.153117211081114,NaN,NaN,NaN,NaN
26,3,243558,125.557464751722,125.557464751722,0.280086080716462,243558,125.628655186855,125.628655186855,0.276318161924794,NaN,NaN,NaN,NaN
26,4,186709,126.289632529766,126.289632529766,0.324065898268553,186709,126.282369891114,126.282369891114,0.324310723495269,NaN,NaN,NaN,NaN
26,5,218723,124.625453198795,124.625453198795,0.245664967736343,218723,124.608212213622,124.608212213622,0.2423088498759,NaN,NaN,NaN,NaN
26,6,201485,127.107323125791,127.107323125791,0.314424386343257,201485,127.106826810929,127.106826810929,0.318203500137675,NaN,NaN,NaN,NaN
26,7,194879,120.53171455108,120.53171455108,0.155750836414579,194879,120.508638693754,120.508638693754,0.148808687709372,NaN,NaN,NaN,NaN
26,8,164070,120.027421222649,118.928480723401,0.487879552731113,164070,120.13497287743,118.927828802178,0.501451772398678,NaN,NaN,NaN,NaN
26,9,183427,122.71484568793,122.71484568793,0.246803764951168,183427,122.715647096665,122.715647096665,0.249432495597282,NaN,NaN,NaN,NaN
28,1,204601,126.086231250092,126.086231250092,0.277287515764603,204601,126.055933255458,126.055933255458,0.279494635539823,NaN,NaN,NaN,NaN
28,2,224664,127.454247231421,127.454247231421,0.338019394460631,224664,127.418825445999,127.418825445999,0.336067242151684,NaN,NaN,NaN,NaN
28,3,178259,126.34918854027,126.34918854027,0.312758678867204,178266,126.304814154129,126.304814154129,0.311325926203314,NaN,NaN,NaN,NaN
28,4,193802,121.257603120711,121.257603120711,0.147647878313195,193796,121.261646267209,121.261646267209,0.153978506562271,NaN,NaN,NaN,NaN
28,5,194991,128.6023713915,128.6023713915,0.324714781682706,195001,128.56464325824,128.56464325824,0.329652854578228,NaN,NaN,NaN,NaN
28,6,192926,122.966919958948,122.966919958948,0.274241706005554,192926,122.912676362958,122.912676362958,0.262278004747386,NaN,NaN,NaN,NaN
28,7,222546,120.616115319979,120.616115319979,0.11054113201129,222546,120.62810834614,120.62810834614,0.116733232850287,NaN,NaN,NaN,NaN
28,8,220775,126.156666289208,126.156666289208,0.288925124563952,220775,126.108572075643,126.108572075643,0.28427782150279,NaN,NaN,NaN,NaN
28,9,109240,120.596338337605,119.103557499683,0.509694379666744,109240,121.200512632735,119.207994050822,0.517046472650366,NaN,NaN,NaN,NaN
30,1,235498,120.767785713679,120.767785713679,0.170349856705581,235498,120.794626705959,120.794626705959,0.171914432933167,NaN,NaN,NaN,NaN
30,2,236935,127.504594086986,127.504594086986,0.366106821377579,236935,127.558321902632,127.558321902632,0.362617013040684,NaN,NaN,NaN,NaN
30,3,199766,124.265755934443,124.265755934443,0.30535560081069,199766,124.305767748265,124.305767748265,0.313179363823265,NaN,NaN,NaN,NaN
30,4,192804,122.0430125931,122.0430125931,0.155066339294402,192804,122.04621792079,122.04621792079,0.158481235477359,NaN,NaN,NaN,NaN
30,5,181968,126.857639804801,126.857639804801,0.331694506094838,181968,126.842290952255,126.842290952255,0.331249067399888,NaN,NaN,NaN,NaN
30,6,220009,126.232654118695,126.232654118695,0.289842766346885,220013,126.262789017013,126.262789017013,0.293889459712995,NaN,NaN,NaN,NaN
30,7,198378,127.08371391989,127.08371391989,0.292235874202726,198378,127.060868644709,127.060868644709,0.292506211856391,NaN,NaN,NaN,NaN
30,8,199502,128.001448607032,128.001448607032,0.338283180518769,199502,127.959714689577,127.959714689577,0.336128654733564,NaN,NaN,NaN,NaN
30,9,126754,120.74891522161,119.261589389686,0.41480903518276,126754,120.800014200735,119.300289480754,0.407424280013092,NaN,NaN,NaN,NaN
32,1,236392,128.154142272158,128.154142272158,0.367031728105823,236392,128.20273528715,128.20273528715,0.365797024249307,NaN,NaN,NaN,NaN
32,2,205793,128.425830810572,128.425830810572,0.328840092308419,205777,128.42018787328,128.42018787328,0.325976426104992,NaN,NaN,NaN,NaN
32,3,241368,121.244754897087,121.244754897087,0.167016713717872,241368,121.269555202015,121.269555202015,0.165581144676924,NaN,NaN,NaN,NaN
32,4,243684,126.89168759541,126.89168759541,0.302817719955201,243668,126.919997701791,126.919997701791,0.296813077003898,NaN,NaN,NaN,NaN
32,5,197352,123.720215655276,123.720215655276,0.192243123361382,197352,123.651419798127,123.651419798127,0.185298960428717,NaN,NaN,NaN,NaN
32,6,210854,126.96704354672,126.96704354672,0.305604924511195,210854,126.953228300151,126.953228300151,0.309588907366355,NaN,NaN,NaN,NaN
32,7,184485,126.996015936255,126.996015936255,0.335373228086738,184485,127.001165406402,127.001165406402,0.327937116760186,NaN,NaN,NaN,NaN
32,8,202340,125.547098942374,125.547098942374,0.344907280528289,202340,125.559044183058,125.559044183058,0.318674468427221,NaN,NaN,NaN,NaN
32,9,118015,120.581832817862,119.588173792242,0.426357378573827,118015,120.95404821421,119.677519685377,0.459230524711811,NaN,NaN,NaN,NaN
34,1,249498,122.187103704238,122.187103704238,0.203060407976039,249504,122.211591798127,122.211591798127,0.205160707312246,NaN,NaN,NaN,NaN
34,2,211726,128.995857854019,128.995857854019,0.35321115692449,211731,129.07978047617,129.07978047617,0.35084505913932,NaN,NaN,NaN,NaN
34,3,189506,127.607468892805,127.607468892805,0.324058075208196,189506,127.501714985278,127.501714985278,0.328212350757053,NaN,NaN,NaN,NaN
34,4,234733,128.795942624173,128.795942624173,0.363734171932385,234734,128.718924399533,128.718924399533,0.364054776676456,NaN,NaN,NaN,NaN
34,5,210585,126.868523399103,126.868523399103,0.307366560914046,210585,126.883999335185,126.883999335185,0.306529420918584,NaN,NaN,NaN,NaN
34,6,203731,124.795588300259,124.795588300259,0.25189764444773,203731,124.750254011417,124.750254011417,0.252891940762445,NaN,NaN,NaN,NaN
34,7,226119,127.956996094977,127.956996094977,0.350176200851798,226119,127.895311760622,127.895311760622,0.355857693445561,NaN,NaN,NaN,NaN
34,8,206225,127.14256758395,127.14256758395,0.341388432586991,206225,127.174765426112,127.174765426112,0.341635934489927,NaN,NaN,NaN,NaN
34,9,113206,121.163092062258,119.60458306838,0.465770401168333,113206,121.58343197357,119.800691096089,0.483558796432575,NaN,NaN,NaN,NaN
36,1,213744,128.137299760461,128.137299760461,0.315862503890788,213744,128.148518788831,128.148518788831,0.31353214090691,NaN,NaN,NaN,NaN
36,2,226050,127.409148418491,127.409148418491,0.297343050842084,226050,127.389648307896,127.389648307896,0.294876125791879,NaN,NaN,NaN,NaN
36,3,250491,130.108762390665,130.108762390665,0.39336911458563,250491,130.135833223549,130.135833223549,0.389909943416202,NaN,NaN,NaN,NaN
36,4,234911,123.155522729885,123.155522729885,0.194008471160344,234911,123.164836895675,123.164836895675,0.195064487679056,NaN,NaN,NaN,NaN
36,5,205927,126.54258547932,126.54258547932,0.291042704262178,205927,126.547898041539,126.547898041539,0.294203144545088,NaN,NaN,NaN,NaN
36,6,250236,130.131667705686,130.131667705686,0.366081167005154,250236,130.136295337202,130.136295337202,0.368479539015847,NaN,NaN,NaN,NaN
36,7,210642,128.382478328159,128.382478328159,0.379511312759613,210642,128.370362985539,128.370362985539,0.378600213032341,NaN,NaN,NaN,NaN
36,8,192683,128.268788632106,128.268788632106,0.353537990187423,192683,128.248662310635,128.248662310635,0.356392940281474,NaN,NaN,NaN,NaN
36,9,107903,120.799523646238,120.799523646238,0.380847320745345,107903,120.879187789033,120.879187789033,0.384261430011311,NaN,NaN,NaN,NaN
38,1,283727,128.787411843074,128.787411843074,0.376599990464279,283739,128.761315857179,128.761315857179,0.377557257960305,NaN,NaN,NaN,NaN
38,2,282798,123.541743576687,123.541743576687,0.231248762094459,282813,123.548065329387,123.548065329387,0.229592816870386,NaN,NaN,NaN,NaN
38,3,225373,128.051039831746,128.051039831746,0.301515121272212,225381,128.010289243548,128.010289243548,0.303037440135993,NaN,NaN,NaN,NaN
38,4,245958,121.426585026712,121.426585026712,0.128056584171674,245967,121.435940593657,121.435940593657,0.128347525752241,NaN,NaN,NaN,NaN
38,5,210038,128.846318285263,128.846318285263,0.35027204719161,210001,128.854500692854,128.854500692854,0.347529513448288,NaN,NaN,NaN,NaN
38,6,194062,128.491564551535,128.491564551535,0.363289999220516,194067,128.512539483787,128.512539483787,0.36232316344888,NaN,NaN,NaN,NaN
38,7,216567,129.63948339313,129.63948339313,0.389028197286406,216576,129.697334884752,129.697334884752,0.389252128951138,NaN,NaN,NaN,NaN
38,8,208011,127.294739220522,127.294739220522,0.269495343117342,208011,127.266702241708,127.266702241708,0.269266396577615,NaN,NaN,NaN,NaN
38,9,137626,120.198538066935,119.128895347177,0.415545398092467,137626,120.269287779925,119.121120151672,0.437891841770644,NaN,NaN,NaN,NaN
40,1,222704,128.016748688843,128.016748688843,0.301440439320811,222704,128.028405417056,128.028405417056,0.290124291358274,NaN,NaN,NaN,NaN
40,2,231227,128.816582838509,128.816582838509,0.312247064445944,231227,128.845632214231,128.845632214231,0.313536097532428,NaN,NaN,NaN,NaN
40,3,190985,129.149022174516,129.149022174516,0.344326016742365,190985,129.058659056994,129.058659056994,0.351414753943957,NaN,NaN,NaN,NaN
40,4,203025,130.180445757912,130.180445757912,0.348473175498095,203025,130.224489594877,130.224489594877,0.347225460615484,NaN,NaN,NaN,NaN
40,5,216927,131.175542924578,131.175542924578,0.385998507593562,216927,131.089555472578,131.089555472578,0.391264322447413,NaN,NaN,NaN,NaN
40,6,143354,119.664648353028,119.664648353028,0.128973331762483,143354,119.684319935265,119.684319935265,0.128753695249351,NaN,NaN,NaN,NaN
40,7,103330,120.748601567793,120.748601567793,0.334095131800126,103330,120.7624116907,120.7624116907,0.331807756638387,NaN,NaN,NaN,NaN
40,8,157484,121.068940336796,121.068940336796,0.162420995590042,157484,121.086148434127,121.086148434127,0.160695279660901,NaN,NaN,NaN,NaN
40,9,65348,120.759518271408,120.759518271408,0.125946134788985,65348,120.708698047377,120.708698047377,0.120352229405408,NaN,NaN,NaN,NaN
40,10,69504,120.885718807551,120.885718807551,0.158490726193677,69504,120.887761855433,120.887761855433,0.157607798517827,NaN,NaN,NaN,NaN
42,1,220719,127.733072368034,127.733072368034,0.297631241728143,220719,127.732252320824,127.732252320824,0.303188183698365,NaN,NaN,NaN,NaN
42,2,197715,128.98824064942,128.98824064942,0.360453138432322,197715,128.955071694105,128.955071694105,0.360674437268756,NaN,NaN,NaN,NaN
42,3,223558,133.000438364988,133.000438364988,0.392591409321734,223558,133.134846438061,133.134846438061,0.386180998484075,NaN,NaN,NaN,NaN
42,4,129108,120.359528456796,120.359528456796,0.12681516173864,129108,120.362549183629,120.362549183629,0.121155298422825,NaN,NaN,NaN,NaN
