Frame,ID,Volume_nowarp,MeanIntensity_nowarp,GMMIntensity_nowarp,Bimodality_nowarp,Volume_rigid,MeanIntensity_rigid,GMMIntensity_rigid,Bimodality_rigid
2,1,215569,159.492904823977,159.492904823977,0.352109740975177,215569,169.535457324569,169.535457324569,0.367272128480637
2,2,153236,157.495144744055,157.495144744055,0.397663140532355,153236,158.313346733144,163.495360671902,0.436590408105103
2,3,213850,145.982197802198,145.982197802198,0.299311631762214,213850,160.390479307926,151.952365013771,0.543296066063865
2,4,194847,138.827264469045,138.827264469045,0.345383375388392,194847,150.688068073925,156.875498874401,0.437814002883865
2,5,212275,163.985419856318,163.985419856318,0.340796106701474,212275,172.977769402897,164.946239341249,0.434821705240869
2,6,189197,154.486466487312,154.486466487312,0.345651640286445,189197,174.948128141567,183.53734058426,0.439416803182056
2,7,242354,152.011569852365,152.011569852365,0.350164755952394,242354,135.796949916238,131.647203816485,0.508906036488829
2,8,195162,142.885889671145,142.885889671145,0.366577401865024,195162,132.941089966284,135.431586550884,0.415538066257557
2,9,170696,167.300487416225,167.300487416225,0.33683269825222,170696,177.833721938417,177.833721938417,0.368352519591265
2,10,146598,159.75527633392,159.75527633392,0.397076395795898,146598,176.111754594196,176.111754594196,0.323476664529114
2,11,248531,150.499004148376,150.499004148376,0.376522762277908,248531,144.424059775239,144.424059775239,0.332768335067659
2,12,191456,151.843259025572,151.843259025572,0.339436742226065,191456,153.140695512285,153.140695512285,0.34866276047539
2,13,177485,157.212034819844,157.212034819844,0.362522480558971,177485,170.726596613798,170.726596613798,0.354486193119379
2,14,154467,144.221328827517,144.221328827517,0.305288312327026,154467,141.04745997527,141.04745997527,0.313724030816476
2,15,156004,170.665053460168,170.665053460168,0.371861053455733,156004,182.359939488731,182.359939488731,0.377691054915673
2,16,224433,147.483444947935,147.483444947935,0.362995901514972,224433,150.705667170158,145.104702364066,0.461190880003602
4,1,219250,144.078358038769,144.078358038769,0.295598632201442,219250,143.799042189282,143.799042189282,0.322971243836366
4,2,186523,152.917028999105,152.917028999105,0.331506325302949,186523,152.88733829072,152.88733829072,0.343472979091309
4,3,216000,144.174597222222,144.174597222222,0.360165821380197,216000,144.182185185185,144.182185185185,0.391533929789347
4,4,185677,147.487427091131,142.773998886715,0.446240744495157,185677,147.033622904291,142.493500722428,0.489039361418078
4,5,185227,152.102015364931,152.102015364931,0.34222386092046,185227,152.303848790943,152.303848790943,0.356134314342522
4,6,192107,136.111489950913,136.111489950913,0.310386335252971,192107,136.318801501247,136.318801501247,0.381730481190168
4,7,232027,142.971636921565,142.971636921565,0.319740754459152,232027,142.821300969284,142.821300969284,0.350215120705836
4,8,214075,147.520158822842,147.520158822842,0.391912121546809,214075,147.033338783137,143.942622048727,0.408719633321049
4,9,149787,146.333720549847,146.333720549847,0.335229751074351,149787,146.485683003198,146.485683003198,0.313659407945863
4,10,249385,144.307187681697,144.307187681697,0.376257897364441,249385,144.800116286064,140.245935789101,0.45531766641338
4,11,237521,145.92673489923,145.92673489923,0.318894235642566,237521,145.820782162419,145.820782162419,0.340470712799741
4,12,175375,136.419586600143,136.419586600143,0.333178654097089,175375,136.507113328582,136.507113328582,0.402605231842112
4,13,139234,141.563080856687,141.563080856687,0.296715826903076,139234,141.522788973958,141.522788973958,0.319055692130547
4,14,189678,132.792110840477,132.792110840477,0.351530610684506,189678,132.918598888643,130.099839542098,0.458933049759171
4,15,175585,145.82902867557,145.82902867557,0.301664087850383,175585,145.927163482074,145.927163482074,0.329249632906371
4,16,150685,142.594704184225,142.594704184225,0.296180743523012,150685,142.532083485417,142.532083485417,0.32088573874915
6,1,180295,140.35739759838,140.35739759838,0.288290550580676,180295,140.493286003494,140.493286003494,0.341117267965204
6,2,240980,133.361760312059,133.361760312059,0.279136338110412,240980,133.434409494564,133.434409494564,0.360486029813886
6,3,241469,132.146904985733,132.146904985733,0.295470808228248,241469,132.394568246856,132.394568246856,0.392910760893666
6,4,182928,134.149047712761,134.149047712761,0.274295108063362,182928,134.438855724657,134.438855724657,0.339733697408271
6,5,207881,138.697985866914,138.697985866914,0.300210399433089,207881,138.948071252303,138.948071252303,0.360448090300051
6,6,203316,140.514691416317,140.514691416317,0.273990225910239,203316,140.532166676504,140.532166676504,0.312960900976771
