Frame,ID,Volume_nowarp,MeanIntensity_nowarp,Centroid_1,Centroid_2,Centroid_3
2,14,135037,199.056851085258,600.007375756274,332.781030384265,487.713863607752
2,15,110586,193.629681876549,429.668891179715,481.590526829798,450.236060622502
2,16,151551,292.512329182915,625.298473781103,439.109395517021,461.54012180718
2,17,140174,201.981601438212,359.52379185869,423.817369840341,621.540870632214
2,18,124646,264.019920414614,568.526202204644,406.763121159123,495.431285400254
2,19,131888,271.214022503943,638.261646245299,511.335875894699,453.42536849448
2,20,124700,207.201002405774,414.265316760225,582.246688051323,468.645942261427
2,21,142865,244.69427781472,505.20479473629,305.996178210198,483.659181745004
2,22,161121,218.408506650281,599.27982075583,390.008180187561,421.957503987686
2,23,105948,202.720249556386,547.528419602069,339.31337071016,536.785979914675
2,24,156031,153.518973793669,514.078920214573,333.193544872493,701.773147643738
2,25,183731,226.351791477758,537.844626110999,527.274967207494,787.045871409833
2,26,104130,263.047267838279,699.283107653894,419.110064342649,502.169086718525
2,27,116696,196.831330979639,431.37318331391,367.26828683074,579.315006512648
2,28,125403,224.82021163768,370.88040955958,478.303421768219,485.099303844406
2,29,131977,212.456920524031,602.283746410359,662.433204270441,607.824098138312
2,30,118431,241.14541800711,731.551359019176,482.491281843436,600.270596381015
2,31,117739,200.957923882486,620.779367923967,295.321278420914,565.392274437527
2,32,80304,245.059287208607,414.237422793385,633.224907850169,670.280297369994
3,1,121896,275.842972698038,475.953468530551,373.371816958719,510.335933910875
3,2,98829,201.9453298121,429.960052211395,476.914448188285,444.620475771282
3,3,136454,259.7066264089,403.210385917599,404.500432380143,482.313050551834
3,4,128891,236.097555298663,652.114313644863,394.441047086298,546.773475262043
3,5,123414,204.464015427747,608.329962565025,332.151060657624,492.736893707359
3,6,140865,232.939566251375,616.938451709083,348.345749476449,577.265687005289
3,7,128787,272.90200097836,570.337782540163,405.731176283321,496.250964771289
3,8,134574,265.976473910265,508.395477581108,513.517536819891,406.078105726218
3,9,113736,221.650286628684,456.968453260181,312.864167897587,533.390790954491
3,10,143040,306.321868008949,528.936891778524,444.888954138702,421.343428411633
3,11,136191,202.791131572571,353.884691352586,425.584003348239,616.054144546997
3,12,136796,188.408016316267,462.678353168221,309.287420684815,628.071069329513
3,13,88559,294.073250601294,504.332174030872,375.54293747671,442.097663704423
3,14,108681,268.962256512178,700.922203513034,425.550224970326,512.181558874136
3,15,162113,199.135417887523,533.037609568634,322.514795235422,601.287885610654
3,16,108134,166.830414115819,683.08952780809,389.227994895223,658.192261453382
3,17,115687,239.957272640833,498.687354672522,428.207248869795,484.28480295971
3,18,129652,211.796408848302,409.140931107889,578.785842100392,460.883958596859
3,19,112003,206.020838727534,373.475621188718,358.541449782595,549.489986875352
3,20,135442,236.950938409061,728.84160747774,480.591146025605,610.866164114529
3,21,151725,292.361509309606,634.13480309771,434.237521832262,469.054348327566
3,22,134860,270.040545751149,641.318693459884,511.818693459884,449.141235355183
3,23,109900,205.734604185623,544.092484076433,336.750464058235,534.446687898089
3,24,186606,228.399322637,530.515449663998,531.991747317878,785.595104123126
3,25,167298,218.198203206255,595.751043048931,395.291186983706,419.190289184569
3,26,146811,155.561606419138,505.706895259892,336.216455170253,700.020420813154
3,27,143990,248.509702062643,507.456983123828,308.74465587888,480.605271199389
3,28,122291,230.105052702161,369.540366829938,475.919519833839,480.948393585791
3,29,107416,203.067941461235,433.764346093692,367.167954494675,570.811592313994
3,30,143305,215.102082969889,594.025225916751,670.044862356512,610.886745054255
3,31,123175,204.18974629592,614.356005682971,294.993894865029,573.990525674853
3,32,82724,247.172706832358,402.425317924665,636.291862095643,655.013406024854
4,1,99722,201.679248310303,437.271083612443,481.709131385251,441.496570465895
4,2,120467,281.474735819768,470.65880282567,370.321075481252,505.741696896245
4,3,119601,200.73547043921,369.902684760161,362.728748087391,554.778848002943
4,4,145536,263.882949923043,513.497471416007,516.018682662709,405.108852792436
4,5,132273,246.24789639609,647.877178260114,384.122337892087,546.748830071141
4,6,166251,198.498920307246,526.40829829595,320.282007326272,599.936439480063
4,7,146370,187.268880235021,458.158215481314,309.349757463961,633.23043656487
4,8,134214,279.364686247336,569.4092270553,396.997191053094,495.229111717108
4,9,99096,264.734126503592,700.584503915395,421.890833131509,513.529113183176
4,10,85226,295.790556872316,505.552929857086,369.499953065966,440.826414474456
4,11,135777,226.540039918396,400.995831400016,405.904983907436,477.435839648836
4,12,112915,221.221122082983,450.575432847717,311.281742903954,535.487747420626
4,13,130916,198.341409758929,413.952610834428,577.888134376241,456.979154572398
4,14,135666,201.839178570902,350.300952338832,428.909903734171,616.997818171097
4,15,125792,212.246971190537,610.378481938438,326.35507822437,499.07123664462
4,16,148111,241.162979117014,504.868416255376,307.287466832308,481.662698921755
4,17,133414,276.516287645974,643.459584451407,506.948041434932,447.805859954727
4,18,113426,172.593488265477,681.20357766297,381.162334914394,660.559501348897
4,19,120929,233.739855617759,501.482580687842,429.432204020541,478.989241621117
4,20,109160,203.530020153903,431.383876877977,366.684774642726,566.954699523635
4,21,157304,235.3344034481,616.138591517063,343.655024665616,584.123633219753
4,22,113708,219.338955922187,369.062238364935,478.703459738981,476.076854750765
4,23,152191,294.871805822946,636.377992128312,421.069859584338,470.883297961115
4,24,123743,246.972636836023,731.645515301876,469.673242122787,612.435741819739
4,25,104501,208.719648615803,542.05509038191,326.384723591162,534.550702864087
4,26,146512,306.666423228131,531.365867642241,441.311680954461,417.424729714972
4,27,157632,153.506762586277,505.466053846935,331.55330770402,700.194484622412
4,28,152593,224.075488390686,596.886351274305,668.774301573467,615.217310099415
4,29,85194,258.559159095711,402.526868089302,636.282590323262,653.982991759983
4,30,179773,223.018940552808,593.330655882697,395.918230212546,416.494879653786
4,31,177520,233.295228706625,534.028160207301,528.7069738621,787.48882942767
4,32,125638,209.667091166685,610.367173944189,291.645163087601,585.2354383228
5,1,113908,223.831258559539,446.596068757243,311.88391508937,538.8376496822
5,2,122468,223.833131920175,399.71448051736,412.585058954176,475.484469412418
5,3,146396,191.781250853848,370.066825596328,372.456330774065,548.460292630946
5,4,140964,207.335667262564,606.244757526744,325.81436395108,497.841988025311
5,5,133438,203.54659842024,344.435603051605,434.435310781037,617.539493997212
5,6,138925,257.071067122548,512.300370703617,520.924729170416,404.933849199208
5,7,143655,194.675465525043,415.677428561484,579.774584943093,453.530479273259
5,8,134614,252.42202148365,644.615485759282,379.054771420506,544.139250003714
5,9,92862,290.225054381771,498.098802524176,370.611778768495,440.890708793694
5,10,174235,200.749636984532,523.307905989038,317.377300771946,596.532625477086
5,11,111972,219.44956774908,365.862635301683,483.122084092452,472.412692458829
5,12,98979,199.191656816092,438.341658331565,485.543883045899,439.164085311026
5,13,128958,279.663727725306,568.164208501993,393.904441756231,498.41854712387
5,14,104039,262.792491277309,698.273849229616,418.377791020675,512.752371706764
5,15,130354,280.157064608681,470.317757797996,370.355324731117,504.12243582859
5,16,156139,186.404658669519,450.062822228911,310.437379514407,633.448728376639
5,17,132892,283.914878246998,642.29032597899,502.554864100172,444.081780694097
5,18,140965,309.897109211506,533.476905614869,439.359855283226,417.035356294116
5,19,109957,175.641987322317,678.997262566276,379.10056658512,659.763671253308
5,20,102973,209.278859506861,539.476425859206,323.732687209268,532.386033232012
5,21,111911,207.178936833734,438.371196754564,367.9008229754,565.742634772274
5,22,157314,153.921526374004,500.10822940107,331.234969551343,700.44973746774
5,23,154107,229.008682279196,602.61368399878,667.334157436067,614.857164178136
5,24,154680,296.441479182829,634.654428497543,414.274372898888,473.048545384019
5,25,155967,241.707508639648,615.80301602262,340.569466617938,588.200228253413
5,26,82348,263.573638704037,407.09572788653,641.400616894157,658.213192791568
5,27,108361,253.328448427017,499.031312003396,432.904781240483,473.134116517935
5,28,119204,250.503263313312,731.813512969364,460.074544478373,611.858578571189
5,29,170254,227.324098112232,589.1746097008,402.832896730767,411.764017291811
5,30,145222,247.018957182796,496.01102450042,308.830735012601,476.316067813417
5,31,126269,211.158645431579,599.705153283862,286.494024661635,581.215072583136
5,32,174526,235.920344246702,537.927162715011,527.648774394646,788.770549946713
6,1,129516,226.012400012354,458.012075728095,304.404104512184,530.751335742302
6,2,128119,214.845417151242,401.587383604305,415.945691115291,469.945613062856
6,3,136067,211.206898072273,605.800568837411,323.834846068481,491.848559900637
6,4,121009,183.86401011495,433.770587311688,479.51831681941,448.018998586882
6,5,141262,206.386126488369,341.112946156787,434.123437300902,616.450305106823
6,6,134943,247.915601402073,648.206035140763,369.202707809964,546.493030390609
6,7,140959,189.118729559659,417.147737994736,573.252655027348,449.320916011039
6,8,137298,284.249588486358,577.430523387085,387.520531981529,501.056410144358
6,9,164401,203.868285472716,526.291658809861,316.045474175948,595.660324450581
6,10,172425,184.87536030158,441.984056836306,311.009499782514,628.457213281137
6,11,124161,207.25254306908,463.17416096842,359.565934552718,560.446033778723
6,12,112261,247.907581439681,511.922430764023,430.879530736409,482.018546066755
6,13,111215,261.031182844041,699.363323292721,412.792465045183,517.672193499078
6,14,160659,152.939013687375,491.111515694732,326.386308890258,694.180587455418
6,15,142766,313.900060238432,535.169298012132,433.782742389645,424.535932925206
6,16,104532,175.340125511805,674.463494432327,369.867782114568,663.145218689014
6,17,137195,273.292335726521,642.703465869747,497.80594773862,440.853303691825
6,18,105223,206.874656681524,545.329443182574,317.611643842126,529.944603366184
6,19,127167,293.419935989683,482.368326688528,366.61479000055,494.745916786588
6,20,154096,289.330028034472,642.094369743537,411.984146246496,473.736988630464
6,21,153939,237.673097785486,606.120664678866,666.871208725534,614.973034773514
6,22,89778,292.661219897971,495.541246185034,371.603967564437,432.235291496803
6,23,123221,245.222153691335,729.833007360758,448.037534186543,606.581142824681
6,24,113753,225.363577224337,362.120708904381,482.985081712131,476.375234059761
6,25,130445,211.940304342826,598.309824063782,284.801594541761,580.394396105638
6,26,92603,219.13719857888,383.545371100288,372.373648801875,538.779024437653
6,27,160483,242.924845622278,617.84885626515,338.044739941302,597.250362966794
6,28,81132,260.096607996845,409.728269979786,646.12579500074,658.242875807326
6,29,133397,250.215042317293,487.164291550785,312.014430609384,465.14480085759
6,30,154741,235.195591342954,584.193756018121,413.676355975469,406.149288165386
6,31,74926,318.385820676401,502.408549769105,511.826628940555,411.198716066519
6,32,182006,236.982247837983,537.104265793435,522.443375493116,789.143594167225
7,1,126517,253.747741410245,510.435427650039,423.348403771825,495.361935550163
7,2,142223,251.383672120543,650.863474965371,368.476034115438,554.505375361229
7,3,106291,188.136417946957,434.494905495291,473.574789963402,454.277662266796
7,4,155940,153.019225343081,499.086700012825,322.397960754136,693.66453122996
7,5,112883,206.378560102053,544.673892437302,313.365759237441,534.114011852981
7,6,138369,292.824960793241,583.153047286603,383.043926023893,515.572801711366
7,7,129033,223.204273325428,397.843621399177,412.325273379678,465.440329218107
7,8,168491,188.271741517351,433.474215239983,314.285831290692,628.995281647091
7,9,137258,295.446152501129,485.255861224847,356.662402191493,496.074800740212
7,10,121876,208.922691916374,467.866569299944,352.785265351669,562.264646033674
7,11,156144,293.484597550979,643.506391536018,407.976886719951,479.173327185162
7,12,169099,202.994654019243,525.71472924145,315.921288712529,600.564917592653
7,13,125301,223.352112114029,462.589715963959,297.791813313541,533.553962059361
7,14,139210,328.162948064076,517.001278643776,428.256806263918,432.040485597299
7,15,138449,276.481123012806,639.796885495742,493.062875138137,436.835845690471
7,16,135384,214.334766294392,605.788246764758,325.301416710985,488.632910831413
7,17,148365,242.056886732046,605.631449465844,668.842220200182,609.089407879217
7,18,106360,177.643239939827,672.126974426476,365.830359157578,664.307643851072
7,19,132828,215.733392055892,597.695162164604,284.58761706869,570.909680187912
7,20,72574,358.073152919778,580.572381293576,409.265453192603,411.606718659575
7,21,167645,188.480300635271,413.989919174446,568.640782606102,446.787712129798
7,22,87966,301.754928040379,494.098401655185,370.2715367301,434.538946865835
7,23,108601,261.869991989024,698.919245679137,414.11554221416,513.559755435033
7,24,170053,238.324351819727,616.640194527589,337.100480438452,609.490517662141
7,25,140292,249.425911669946,482.478929660993,312.997177315884,460.198443246942
7,26,133429,209.549265901716,335.548486460964,435.141910679088,612.587510960886
7,27,122871,226.617330370877,361.850045983186,487.738302772827,473.445890405384
7,28,125538,247.98087431694,729.639949656678,445.31842947952,603.069564593987
7,29,145418,199.389401587149,390.447069826294,372.945666973827,541.848553824148
7,30,81151,265.161735530061,410.764759522372,648.695395004375,661.573658981405
7,31,65027,395.304335122334,511.068263951897,505.5393605733,409.590785366079
7,32,177781,233.418098671962,535.857729453654,516.810542183923,790.875031640051
8,1,136629,273.703730540368,486.597127988934,345.863916152501,502.132599960477
8,2,143663,303.359271350313,641.369294807988,405.192276369002,473.361429178007
8,3,160883,205.824288458072,520.760111385292,315.058850220346,603.848368068721
8,4,152233,226.304382098494,405.432159912765,414.091195732857,456.737744115928
8,5,59344,198.44553788083,401.681703289296,343.581305607981,586.548311539499
8,6,168209,187.836732873984,428.437443894203,313.785189853099,633.341028125725
8,7,121770,202.07101092223,547.208105444691,308.264983164983,532.872825819167
8,8,145281,244.522084787412,649.694158217523,370.38650615015,555.639030568347
8,9,142936,318.861245592433,514.73281048861,423.592034197123,434.36661163038
8,10,132137,257.506580291667,516.516312614938,416.130205771283,497.049478949878
8,11,105505,173.19167811952,441.287948438463,465.550144542913,463.017525235771
8,12,142277,292.602753783113,587.07876185188,378.487281851599,516.446059447416
8,13,114025,174.602087261565,664.59051962289,355.208235036176,660.674018855514
8,14,126416,217.95891342868,455.081453297051,297.851941209973,530.997207631945
8,15,140701,252.776334212266,616.148783590735,664.484722923078,612.25991997214
8,16,221114,228.39211899744,534.867095706287,510.91119060756,794.106949356441
8,17,52381,310.148756228403,461.380691472099,475.494377732384,405.554533132243
8,18,137189,278.062862182828,640.597861344568,495.923856868991,437.319121795479
8,19,130710,213.33168847066,605.552566750822,326.183168847066,484.738619845459
8,20,155036,152.115844062024,494.690342888103,323.503902319461,694.124280812198
8,21,137199,215.858184097552,365.786448880823,504.056997499982,470.145642460951
8,22,95146,285.970487461375,493.570323502827,363.249616379039,437.216278140962
8,23,122670,211.141085840059,468.881014102878,350.646229722018,559.41614901769
8,24,120713,254.767357285462,727.430657841326,437.356440482798,596.934025332814
8,25,123111,241.898148825044,467.077296098643,318.15879978231,456.752215480339
8,26,111503,274.381568208927,696.648520667605,418.14058814561,507.938163098751
8,27,47888,241.640410958904,373.417202639492,397.708465586368,498.217465753425
8,28,127297,219.202306417276,591.468581349128,280.918356284908,569.345043480993
8,29,173306,240.194846110348,611.101260198724,334.8035151697,609.152170149908
8,30,131734,215.093316835441,328.400731777673,437.490237903654,607.629328798943
8,31,143595,202.795306243254,422.732330512901,573.994164142205,437.211128521188
8,32,96057,264.47041860562,413.684374902402,652.140749763161,668.233298978731
8,33,40741,326.568076384968,568.611668834835,527.367222208586,420.904690606514
8,34,61337,354.239626978822,576.737254838026,421.245936384238,416.215677323638
9,1,92704,280.789685450466,500.395031498102,360.303061356576,448.503753883328
9,2,120136,202.254511553573,542.528634214557,304.050018312579,541.97600219751
9,3,73334,269.044017781657,548.090312815338,529.663103062699,404.770038454196
9,4,153787,192.651108351161,428.0677040322,310.200855729028,633.717297300812
9,5,139369,217.196277507911,441.955736211066,300.772374057359,534.107326593432
9,6,138847,279.311155444482,482.250858859032,338.758143856187,512.741225953748
9,7,128738,259.193423853097,532.620337429508,406.813466109463,503.077001351582
9,8,146172,306.455347125304,636.241783652136,402.722730755548,469.328352899324
9,9,145602,245.20517575308,656.540706858422,367.669283388964,557.53940879933
9,10,166012,204.405271908055,512.71046671325,316.812543671542,614.442377659446
9,11,155079,309.709528691828,517.99406753977,423.672986026477,426.026180204928
9,12,143030,250.007292176466,612.205537299867,664.530839683982,613.83432846256
9,13,129315,225.086996868113,421.191454974288,398.28400417585,467.788825735607
9,14,143702,281.850141264561,591.750949882396,370.766885638335,532.166824400495
9,15,123163,210.01037649294,459.590258438005,352.143379099242,568.657153528251
9,16,156733,232.787983385758,457.277280470609,321.606719708038,458.65022043858
9,17,36800,347.439945652174,547.603532608696,467.265516304348,419.94722826087
9,18,38247,314.156692028133,567.906267158208,367.283786963683,437.143043898868
9,19,138667,209.602753358766,606.294944002539,322.179718317985,489.84643786914
9,20,169973,151.162108099522,499.458184535191,324.427514958258,698.617468656787
9,21,102790,165.297635956805,461.604601614943,450.491069170153,476.900992314427
9,22,71706,185.476668619083,393.62986360974,347.679915209327,588.303893676959
9,23,104572,174.564491450866,663.808925907509,353.364361396932,663.71231304747
9,24,173862,186.726288665723,415.657389193728,580.577538507552,447.387180637517
9,25,71211,275.031834969317,467.738818440971,481.073640308379,408.270983415484
9,26,67843,206.435505505358,371.262694751117,407.659168963637,499.973423934673
9,27,118854,268.498990357918,726.912396722029,435.123167920306,593.952025173743
9,28,134419,287.226991719921,637.749797275683,489.144220683088,430.863724622263
9,29,109925,278.391512394815,695.496702297021,413.316261087105,501.636952467592
9,30,128065,217.157498145473,326.44671846328,440.423214773748,601.232756803186
9,31,174849,232.834531510046,609.960514501084,330.747456376645,618.847228179744
9,32,66177,252.951523943364,382.67638303338,496.991114737749,454.666636444686
9,33,177388,224.090333055224,531.90306559632,511.418731819514,790.215014544389
9,34,91433,278.022497347785,412.485404613214,649.797720735402,665.95995975195
9,35,126870,215.348813746355,591.042697249153,278.579010010247,565.814558209191
10,1,86824,356.921081728554,527.697929144015,514.337107251451,795.174156915139
10,2,136865,197.144178570124,414.82720198736,313.188740729916,629.189931684507
10,3,111295,204.036892942181,539.370133429175,299.871476706052,544.212893660991
10,4,151322,250.289158218897,659.552556799408,365.807106699621,560.18804932528
10,5,123933,219.785634173303,427.501633947375,307.599396448081,529.743119266055
10,6,143414,278.983265232125,485.658882675332,333.275021964383,520.996402024907
10,7,154438,272.578827749647,597.306135795594,361.780015281213,538.70205519367
10,8,103520,176.210481066461,657.863359737249,346.957129057187,668.064654173107
10,9,161563,204.336896442874,503.772491226333,313.52064519723,619.378632483923
10,10,149983,153.96616949921,499.094077328764,321.352966669556,696.542981537908
10,11,85336,256.629452985844,463.261495734508,485.055978719415,404.581419330646
10,12,133889,256.122967532807,549.611902396761,397.840434987191,505.206581571302
10,13,102204,275.261819498258,512.258150365935,368.229863801808,452.720275136002
10,14,59236,195.988841245189,374.183165642515,357.768400972382,585.323131203998
10,15,53295,242.003077211746,371.235594333427,505.53029364856,478.821765644057
10,16,159328,307.740183771842,525.756590178751,429.25798353083,419.331567583852
10,17,140733,210.423788308357,604.360214022298,321.182174756454,491.724684331322
10,18,105955,298.922533150866,453.442489736209,343.555773677505,452.024217828323
10,19,134590,293.088988780741,641.327461178394,489.265250018575,432.445842930381
10,20,113760,173.23714838256,481.762614275668,443.301230661041,480.043987341772
10,21,62600,241.69357827476,579.087220447284,357.726916932907,432.12231629393
10,22,147645,247.711348166209,610.930305801077,665.673500626503,625.506837346338
10,23,75446,276.239933197254,514.074238528219,545.987010577102,399.84858044164
10,24,49987,300.33978834497,413.588973133015,470.440354492168,438.781543201232
10,25,129502,211.074979536996,425.743308983645,401.488787817949,474.592299732823
10,26,178355,231.551921729136,605.343253623392,325.801973591993,624.276700961565
10,27,149313,306.428214556,633.909257733754,400.189280236818,468.529813211174
10,28,131585,214.877341642284,323.696340768325,444.117315803473,600.575445529506
10,29,125038,265.311185399639,726.527743565956,434.989411218989,592.659135622771
10,30,119947,209.784438126839,450.391197779019,351.64131658149,571.75694264967
10,31,109952,278.064682770664,693.882903448778,414.210073486612,499.238458600116
10,32,59664,275.791398498257,545.630011397157,474.006922097077,401.068517028694
10,33,69023,195.299059733712,369.675890645147,408.282630427539,489.687930110253
10,34,134267,187.135506118406,404.366486180521,600.478494343361,483.309480363753
10,35,125003,218.007607817412,580.592745774101,273.919001943953,564.80972456661
10,36,103318,274.594397878395,417.955274008401,654.241109971157,670.783861476219
11,1,76559,340.949581368618,505.868441332828,520.532060241121,788.425710889641
11,2,72060,275.464654454621,351.690188731613,530.848195947821,491.857382736608
11,3,127303,219.952137812934,415.523396934872,313.101458724461,535.027477749935
11,4,149497,286.611677826311,482.22048602982,325.116089286073,529.54763640742
11,5,150556,263.319469167619,665.312634501448,370.705949945535,562.038530513563
11,6,75328,244.400461979609,541.038431924384,480.956523470688,393.013527506372
11,7,166084,152.673394186075,496.321728763758,324.470876183136,701.791460947472
11,8,101693,219.572281277964,443.483956614516,354.170228039295,571.116743532003
11,9,167439,207.472781132233,492.970938670202,316.829729035649,624.981969553091
11,10,74563,226.885519627697,577.896141517911,348.737483738583,433.479446910666
11,11,49751,235.529758195815,387.692187091717,588.800506522482,507.370947317642
11,12,149678,302.375519448416,544.817875706517,427.70783949545,414.561124547362
11,13,71127,265.635595484134,457.133985687573,492.642259620116,398.490573200051
11,14,148555,197.906236747333,405.999165292316,322.483551546565,626.187324559927
11,15,79078,252.603480108248,497.867851994234,560.044829156023,400.915121778497
11,16,161346,276.157462843826,601.406244964238,357.214910812787,553.135063775985
11,17,112783,200.248113634147,535.424008937517,295.892226665366,547.270413094172
11,18,107548,178.292678617919,652.88799419794,344.409603153941,672.897236582735
11,19,150018,316.130404351478,634.553166953299,399.902718340466,473.018364462931
11,20,139435,253.828005880876,608.208326460358,666.16372503317,634.945422598343
11,21,135297,252.046253797202,559.512509516102,385.192347206516,504.687406224824
11,22,54258,299.754137638689,434.43495890007,444.983799624019,426.938737144753
11,23,62489,199.690537534606,361.504488790027,366.633311462817,586.871689417338
11,24,134437,299.058235456013,643.873159918772,488.867090161191,436.752382156698
11,25,97500,263.326933333333,521.990758974359,362.28002051282,451.139538461538
11,26,130768,270.130207696072,727.633228312737,438.196026550838,591.575981891594
11,27,112921,178.96713631654,499.323837018801,425.090310925337,477.975000221394
11,28,60420,193.621946375372,362.470820920225,429.476779212181,473.285071168487
11,29,173540,236.570375705889,597.261127117667,322.880321539703,626.918105335946
11,30,136707,197.077194291441,417.184116394918,406.315836058139,485.757656886626
11,31,145472,213.752708424989,609.676831280246,319.746446051474,496.625996755389
11,32,122855,218.955329453421,578.11824508567,272.699450571812,565.831061006878
11,33,44193,186.150544203833,452.13714841717,645.44412010952,503.799289480234
11,34,99427,297.397648526054,414.54795980971,652.258883401893,670.7162541362
11,35,102717,284.667133970034,694.272262624493,414.252246463584,495.819601429169
11,36,100758,300.326534865718,449.414339308045,349.001379543064,457.97454296433
11,37,133953,213.959605234672,321.755914387882,461.685867431114,600.331108672445
12,1,52257,331.457527221234,462.158466808275,492.627743651568,774.47637637063
12,2,56552,301.398182203989,554.925679021078,556.386812137502,776.073878907908
12,3,57309,304.287860545464,485.332129333962,369.702088677171,426.474026767174
12,4,115504,233.550561019532,336.174504779055,486.224632913146,631.209256822275
12,5,55831,252.103652092923,365.529687807849,579.161093299422,512.066916229335
12,6,152438,268.914371744578,673.077296999436,369.110812264658,562.057256064761
12,7,135495,225.391704490941,410.676667035684,318.818878925422,561.399077456733
12,8,85304,224.055823876958,578.926861577417,346.137590265404,434.124554534371
12,9,140631,153.82168227489,491.274562507555,329.664981405238,710.390127354566
12,10,92477,242.64581463499,443.762438227884,482.449711820236,397.514095396693
12,11,136692,253.885092031721,565.387345272584,373.934048810464,505.349325490885
12,12,77449,240.686955286705,540.002143345944,483.903910960761,387.534287079239
12,13,163537,196.847086592025,407.120682169784,326.479493937152,638.965708066065
12,14,143251,293.217799526705,481.135691897439,318.411522432653,525.808126993878
12,15,61950,208.129927360775,413.880661824052,332.840758676352,498.643535108959
12,16,150620,309.728747842252,549.432333023503,434.357568715974,418.147165051122
12,17,116044,215.072481127848,457.354029506049,351.408189996898,577.668841129227
12,18,74422,177.376205960603,473.613286393808,656.019590981162,509.639044906076
12,19,165269,308.620406730845,636.669036540428,397.603119762327,478.389292607809
12,20,159802,283.219859576226,608.443386190411,353.433292449406,557.924456514937
12,21,79473,253.63524719087,424.390660979201,424.371534986725,428.953996954941
12,22,124376,178.753618061362,494.862553868914,408.847213288737,487.327780279154
12,23,185621,204.068327398301,498.382467500983,314.238744538603,630.605626518551
12,24,79715,189.841046227184,355.878329047231,376.920403939033,609.53287336135
12,25,75272,194.139068976512,360.89233712403,408.24730311404,484.424699755553
12,26,112345,255.570893230673,528.574622813654,357.513970359162,450.523975254796
12,27,128699,275.416864155899,728.349979409319,437.500291377555,591.893534526298
12,28,153560,213.885243553009,611.236695754103,318.06840974212,494.862066944517
12,29,109177,179.534068530918,647.486521886478,339.269488994935,674.630535735549
12,30,130987,257.47636024949,602.854367227282,665.039156557521,648.522288471375
12,31,72338,273.944524316404,338.337830739031,512.987212806547,500.305026403827
